trans_id,member_id,store_id,trans_date
06-11-2021_23:09:43_1520_1,1520,1,2021-11-06
06-11-2021_18:29:02_1085_1,1085,1,2021-11-06
06-11-2021_13:59:30_1509_2,1509,2,2021-11-06
06-11-2021_23:42:51_1684_3,1684,3,2021-11-06
06-11-2021_11:14:30_1513_3,1513,3,2021-11-06
07-11-2021_02:40:39_1142_2,1142,2,2021-11-07
07-11-2021_21:25:51_1277_3,1277,3,2021-11-07
07-11-2021_03:39:11_1580_2,1580,2,2021-11-07
07-11-2021_22:02:26_1085_3,1085,3,2021-11-07
07-11-2021_18:02:01_1595_2,1595,2,2021-11-07
07-11-2021_05:11:38_1087_3,1087,3,2021-11-07
07-11-2021_23:25:42_1884_2,1884,2,2021-11-07
07-11-2021_19:08:20_1165_1,1165,1,2021-11-07
07-11-2021_02:14:50_1881_1,1881,1,2021-11-07
07-11-2021_23:37:36_1371_2,1371,2,2021-11-07
07-11-2021_18:50:30_1923_2,1923,2,2021-11-07
07-11-2021_10:15:47_1294_1,1294,1,2021-11-07
07-11-2021_10:15:13_1489_1,1489,1,2021-11-07
07-11-2021_01:51:25_1650_2,1650,2,2021-11-07
07-11-2021_03:05:58_1100_1,1100,1,2021-11-07
07-11-2021_04:01:08_1292_1,1292,1,2021-11-07
07-11-2021_05:19:12_1207_1,1207,1,2021-11-07
07-11-2021_01:49:12_1513_1,1513,1,2021-11-07
07-11-2021_03:37:54_1761_3,1761,3,2021-11-07
07-11-2021_16:07:27_1865_2,1865,2,2021-11-07
07-11-2021_04:06:12_1101_2,1101,2,2021-11-07
07-11-2021_10:07:35_1164_1,1164,1,2021-11-07
07-11-2021_11:38:33_1200_3,1200,3,2021-11-07
07-11-2021_14:50:32_1100_3,1100,3,2021-11-07
07-11-2021_14:44:28_1650_1,1650,1,2021-11-07
07-11-2021_01:49:11_1414_2,1414,2,2021-11-07
07-11-2021_04:40:54_1972_1,1972,1,2021-11-07
07-11-2021_13:46:47_1509_2,1509,2,2021-11-07
07-11-2021_22:42:50_1697_3,1697,3,2021-11-07
07-11-2021_02:11:49_1366_1,1366,1,2021-11-07
07-11-2021_16:06:38_1250_2,1250,2,2021-11-07
07-11-2021_04:32:07_1509_2,1509,2,2021-11-07
07-11-2021_18:01:58_1684_3,1684,3,2021-11-07
07-11-2021_10:28:32_1307_1,1307,1,2021-11-07
07-11-2021_21:46:12_1061_2,1061,2,2021-11-07
07-11-2021_02:47:46_1310_2,1310,2,2021-11-07
08-11-2021_05:26:03_1250_3,1250,3,2021-11-08
08-11-2021_10:15:01_1074_2,1074,2,2021-11-08
08-11-2021_06:56:35_1310_2,1310,2,2021-11-08
08-11-2021_15:17:26_1568_1,1568,1,2021-11-08
08-11-2021_12:26:24_1289_2,1289,2,2021-11-08
08-11-2021_23:04:51_1289_1,1289,1,2021-11-08
08-11-2021_04:47:10_1101_1,1101,1,2021-11-08
08-11-2021_18:34:31_1030_3,1030,3,2021-11-08
08-11-2021_09:52:07_1520_2,1520,2,2021-11-08
08-11-2021_18:22:27_1765_1,1765,1,2021-11-08
08-11-2021_16:45:15_1061_1,1061,1,2021-11-08
08-11-2021_01:47:33_1101_1,1101,1,2021-11-08
08-11-2021_12:35:40_1884_2,1884,2,2021-11-08
08-11-2021_07:43:57_1923_1,1923,1,2021-11-08
08-11-2021_10:27:44_1165_3,1165,3,2021-11-08
08-11-2021_02:27:52_1549_1,1549,1,2021-11-08
08-11-2021_18:02:27_1232_1,1232,1,2021-11-08
08-11-2021_15:56:11_1277_2,1277,2,2021-11-08
08-11-2021_02:04:58_1413_2,1413,2,2021-11-08
08-11-2021_05:39:46_1422_2,1422,2,2021-11-08
08-11-2021_17:13:47_1100_1,1100,1,2021-11-08
08-11-2021_23:07:20_1298_2,1298,2,2021-11-08
08-11-2021_01:53:49_1367_3,1367,3,2021-11-08
08-11-2021_07:33:38_1333_1,1333,1,2021-11-08
08-11-2021_04:12:04_1928_1,1928,1,2021-11-08
09-11-2021_17:37:28_1402_1,1402,1,2021-11-09
09-11-2021_12:33:41_1795_2,1795,2,2021-11-09
09-11-2021_22:20:10_1697_2,1697,2,2021-11-09
09-11-2021_09:28:32_1509_2,1509,2,2021-11-09
09-11-2021_10:22:13_1487_1,1487,1,2021-11-09
09-11-2021_23:27:01_1402_3,1402,3,2021-11-09
09-11-2021_16:29:30_1460_1,1460,1,2021-11-09
09-11-2021_02:35:57_1234_3,1234,3,2021-11-09
09-11-2021_23:46:33_1595_2,1595,2,2021-11-09
09-11-2021_03:42:59_1973_3,1973,3,2021-11-09
09-11-2021_23:20:08_1085_2,1085,2,2021-11-09
09-11-2021_03:14:13_1595_3,1595,3,2021-11-09
09-11-2021_18:28:18_1881_1,1881,1,2021-11-09
09-11-2021_11:04:23_1074_1,1074,1,2021-11-09
09-11-2021_23:48:40_1589_1,1589,1,2021-11-09
09-11-2021_04:35:02_1798_2,1798,2,2021-11-09
09-11-2021_04:53:58_1294_1,1294,1,2021-11-09
09-11-2021_16:37:13_1540_1,1540,1,2021-11-09
09-11-2021_14:38:52_1765_2,1765,2,2021-11-09
09-11-2021_22:08:35_1660_1,1660,1,2021-11-09
09-11-2021_06:49:55_1074_3,1074,3,2021-11-09
09-11-2021_22:22:32_1660_3,1660,3,2021-11-09
09-11-2021_22:02:57_1765_2,1765,2,2021-11-09
09-11-2021_22:07:17_1251_3,1251,3,2021-11-09
09-11-2021_04:02:43_1010_3,1010,3,2021-11-09
09-11-2021_08:18:51_1509_2,1509,2,2021-11-09
09-11-2021_01:08:51_1250_3,1250,3,2021-11-09
09-11-2021_11:18:12_1660_2,1660,2,2021-11-09
09-11-2021_12:19:33_1475_2,1475,2,2021-11-09
09-11-2021_23:50:48_1294_1,1294,1,2021-11-09
09-11-2021_22:09:11_1928_3,1928,3,2021-11-09
09-11-2021_16:38:19_1367_1,1367,1,2021-11-09
09-11-2021_20:54:18_1570_3,1570,3,2021-11-09
09-11-2021_01:53:29_1101_1,1101,1,2021-11-09
09-11-2021_21:45:17_1540_1,1540,1,2021-11-09
09-11-2021_14:01:16_1942_2,1942,2,2021-11-09
09-11-2021_11:49:26_1346_3,1346,3,2021-11-09
09-11-2021_05:02:08_1900_3,1900,3,2021-11-09
09-11-2021_21:54:07_1074_3,1074,3,2021-11-09
10-11-2021_23:50:42_1282_2,1282,2,2021-11-10
10-11-2021_23:06:45_1164_3,1164,3,2021-11-10
10-11-2021_12:30:50_1765_1,1765,1,2021-11-10
10-11-2021_16:30:58_1520_3,1520,3,2021-11-10
10-11-2021_19:13:36_1589_3,1589,3,2021-11-10
10-11-2021_16:09:55_1371_3,1371,3,2021-11-10
10-11-2021_05:39:10_1509_3,1509,3,2021-11-10
10-11-2021_16:33:15_1925_2,1925,2,2021-11-10
10-11-2021_07:13:52_1142_1,1142,1,2021-11-10
10-11-2021_20:07:52_1272_1,1272,1,2021-11-10
10-11-2021_03:15:10_1475_2,1475,2,2021-11-10
10-11-2021_23:10:22_1234_2,1234,2,2021-11-10
10-11-2021_02:27:54_1886_2,1886,2,2021-11-10
10-11-2021_04:47:36_1636_1,1636,1,2021-11-10
10-11-2021_10:51:35_1675_3,1675,3,2021-11-10
10-11-2021_21:58:23_1928_1,1928,1,2021-11-10
10-11-2021_18:32:34_1898_1,1898,1,2021-11-10
10-11-2021_06:09:47_1580_1,1580,1,2021-11-10
10-11-2021_07:30:31_1031_3,1031,3,2021-11-10
10-11-2021_23:35:49_1414_1,1414,1,2021-11-10
10-11-2021_11:15:36_1232_3,1232,3,2021-11-10
10-11-2021_07:22:02_1310_3,1310,3,2021-11-10
10-11-2021_01:29:30_1881_1,1881,1,2021-11-10
10-11-2021_04:18:11_1289_2,1289,2,2021-11-10
10-11-2021_10:27:29_1413_3,1413,3,2021-11-10
10-11-2021_12:04:24_1207_1,1207,1,2021-11-10
10-11-2021_21:52:49_1967_2,1967,2,2021-11-10
10-11-2021_21:25:17_1251_3,1251,3,2021-11-10
11-11-2021_22:43:25_1336_1,1336,1,2021-11-11
11-11-2021_21:23:42_1366_3,1366,3,2021-11-11
11-11-2021_03:36:33_1460_3,1460,3,2021-11-11
11-11-2021_10:32:26_1061_1,1061,1,2021-11-11
11-11-2021_17:34:32_1886_1,1886,1,2021-11-11
11-11-2021_12:30:02_1900_3,1900,3,2021-11-11
11-11-2021_20:25:09_1361_2,1361,2,2021-11-11
11-11-2021_10:59:16_1164_2,1164,2,2021-11-11
11-11-2021_23:48:38_1061_2,1061,2,2021-11-11
11-11-2021_20:55:45_1282_1,1282,1,2021-11-11
11-11-2021_15:09:46_1973_2,1973,2,2021-11-11
11-11-2021_20:35:22_1795_3,1795,3,2021-11-11
11-11-2021_07:33:15_1513_3,1513,3,2021-11-11
11-11-2021_16:12:23_1928_3,1928,3,2021-11-11
11-11-2021_21:54:39_1234_2,1234,2,2021-11-11
11-11-2021_03:37:05_1142_3,1142,3,2021-11-11
11-11-2021_22:23:08_1923_1,1923,1,2021-11-11
11-11-2021_16:33:10_1506_3,1506,3,2021-11-11
11-11-2021_09:40:36_1511_3,1511,3,2021-11-11
11-11-2021_01:32:39_1549_3,1549,3,2021-11-11
11-11-2021_11:38:05_1361_3,1361,3,2021-11-11
11-11-2021_03:50:06_1031_3,1031,3,2021-11-11
11-11-2021_14:49:58_1928_3,1928,3,2021-11-11
11-11-2021_15:06:09_1540_1,1540,1,2021-11-11
11-11-2021_13:56:56_1307_1,1307,1,2021-11-11
11-11-2021_13:58:09_1164_3,1164,3,2021-11-11
11-11-2021_11:31:33_1967_3,1967,3,2021-11-11
11-11-2021_08:38:29_1475_2,1475,2,2021-11-11
11-11-2021_23:03:53_1085_3,1085,3,2021-11-11
11-11-2021_14:02:44_1165_3,1165,3,2021-11-11
11-11-2021_10:07:46_1684_1,1684,1,2021-11-11
11-11-2021_21:44:55_1856_1,1856,1,2021-11-11
11-11-2021_09:10:25_1620_1,1620,1,2021-11-11
12-11-2021_02:49:36_1030_1,1030,1,2021-11-12
12-11-2021_23:07:11_1475_3,1475,3,2021-11-12
12-11-2021_11:41:41_1031_2,1031,2,2021-11-12
12-11-2021_01:52:25_1010_3,1010,3,2021-11-12
12-11-2021_01:11:24_1251_2,1251,2,2021-11-12
12-11-2021_04:10:03_1292_1,1292,1,2021-11-12
12-11-2021_03:02:47_1795_3,1795,3,2021-11-12
12-11-2021_08:47:44_1580_3,1580,3,2021-11-12
12-11-2021_08:39:59_1487_1,1487,1,2021-11-12
12-11-2021_19:30:32_1798_2,1798,2,2021-11-12
12-11-2021_17:06:02_1923_3,1923,3,2021-11-12
12-11-2021_11:33:45_1030_3,1030,3,2021-11-12
12-11-2021_21:24:01_1371_1,1371,1,2021-11-12
12-11-2021_03:25:22_1142_2,1142,2,2021-11-12
12-11-2021_16:12:26_1366_1,1366,1,2021-11-12
12-11-2021_14:50:36_1595_2,1595,2,2021-11-12
12-11-2021_22:25:48_1855_2,1855,2,2021-11-12
12-11-2021_14:16:38_1632_1,1632,1,2021-11-12
12-11-2021_16:30:37_1030_2,1030,2,2021-11-12
12-11-2021_01:59:44_1475_1,1475,1,2021-11-12
12-11-2021_05:18:40_1031_3,1031,3,2021-11-12
12-11-2021_10:39:07_1074_3,1074,3,2021-11-12
12-11-2021_07:17:40_1165_3,1165,3,2021-11-12
12-11-2021_20:50:17_1589_2,1589,2,2021-11-12
12-11-2021_06:13:57_1165_3,1165,3,2021-11-12
12-11-2021_09:47:58_1632_3,1632,3,2021-11-12
12-11-2021_05:28:56_1856_2,1856,2,2021-11-12
12-11-2021_11:46:58_1333_1,1333,1,2021-11-12
12-11-2021_22:01:42_1884_3,1884,3,2021-11-12
13-11-2021_05:26:02_1368_3,1368,3,2021-11-13
13-11-2021_20:45:14_1522_3,1522,3,2021-11-13
13-11-2021_21:19:15_1207_3,1207,3,2021-11-13
13-11-2021_10:57:14_1589_3,1589,3,2021-11-13
13-11-2021_14:33:08_1277_2,1277,2,2021-11-13
13-11-2021_06:21:04_1454_1,1454,1,2021-11-13
13-11-2021_11:37:37_1087_3,1087,3,2021-11-13
13-11-2021_01:30:47_1460_2,1460,2,2021-11-13
13-11-2021_05:09:55_1511_2,1511,2,2021-11-13
13-11-2021_12:42:04_1414_2,1414,2,2021-11-13
13-11-2021_13:42:25_1164_2,1164,2,2021-11-13
13-11-2021_03:32:15_1595_2,1595,2,2021-11-13
13-11-2021_05:12:29_1101_2,1101,2,2021-11-13
13-11-2021_08:46:35_1881_2,1881,2,2021-11-13
13-11-2021_21:30:35_1475_2,1475,2,2021-11-13
13-11-2021_15:15:03_1101_1,1101,1,2021-11-13
13-11-2021_07:57:18_1997_2,1997,2,2021-11-13
13-11-2021_10:42:52_1928_3,1928,3,2021-11-13
13-11-2021_11:01:56_1361_1,1361,1,2021-11-13
13-11-2021_16:29:48_1289_1,1289,1,2021-11-13
13-11-2021_17:41:38_1289_2,1289,2,2021-11-13
13-11-2021_03:07:20_1487_2,1487,2,2021-11-13
13-11-2021_23:19:18_1522_2,1522,2,2021-11-13
13-11-2021_11:36:33_1520_3,1520,3,2021-11-13
13-11-2021_07:04:17_1489_2,1489,2,2021-11-13
13-11-2021_22:56:07_1277_1,1277,1,2021-11-13
13-11-2021_23:36:16_1972_3,1972,3,2021-11-13
13-11-2021_01:43:07_1942_3,1942,3,2021-11-13
13-11-2021_22:33:48_1087_1,1087,1,2021-11-13
13-11-2021_16:01:22_1855_1,1855,1,2021-11-13
13-11-2021_08:32:49_1632_2,1632,2,2021-11-13
13-11-2021_01:27:48_1549_3,1549,3,2021-11-13
13-11-2021_18:36:53_1277_2,1277,2,2021-11-13
13-11-2021_21:36:51_1513_3,1513,3,2021-11-13
13-11-2021_20:22:06_1925_3,1925,3,2021-11-13
13-11-2021_13:53:15_1475_1,1475,1,2021-11-13
13-11-2021_03:33:41_member_id_1,member_id,1,2021-11-13
13-11-2021_11:36:44_1422_3,1422,3,2021-11-13
13-11-2021_11:11:57_1489_2,1489,2,2021-11-13
13-11-2021_17:35:54_1589_3,1589,3,2021-11-13
14-11-2021_23:33:36_1307_2,1307,2,2021-11-14
14-11-2021_13:40:14_1636_2,1636,2,2021-11-14
14-11-2021_01:25:27_1234_2,1234,2,2021-11-14
14-11-2021_10:53:53_1346_1,1346,1,2021-11-14
14-11-2021_07:20:30_1232_3,1232,3,2021-11-14
14-11-2021_21:44:49_1589_1,1589,1,2021-11-14
14-11-2021_02:53:39_1475_3,1475,3,2021-11-14
14-11-2021_15:37:59_1361_2,1361,2,2021-11-14
14-11-2021_20:46:30_1721_2,1721,2,2021-11-14
14-11-2021_23:49:25_1884_2,1884,2,2021-11-14
14-11-2021_20:30:18_1100_3,1100,3,2021-11-14
14-11-2021_03:18:21_1595_2,1595,2,2021-11-14
14-11-2021_08:20:51_1222_2,1222,2,2021-11-14
14-11-2021_16:22:22_1992_2,1992,2,2021-11-14
14-11-2021_05:47:29_1272_2,1272,2,2021-11-14
14-11-2021_15:51:03_1697_1,1697,1,2021-11-14
14-11-2021_20:40:12_1372_1,1372,1,2021-11-14
14-11-2021_06:59:14_1795_2,1795,2,2021-11-14
15-11-2021_13:32:41_1402_1,1402,1,2021-11-15
15-11-2021_23:46:50_1165_3,1165,3,2021-11-15
15-11-2021_04:35:15_1298_1,1298,1,2021-11-15
15-11-2021_10:28:32_1222_1,1222,1,2021-11-15
15-11-2021_11:28:54_1406_2,1406,2,2021-11-15
15-11-2021_15:21:25_1361_1,1361,1,2021-11-15
15-11-2021_11:33:29_1568_1,1568,1,2021-11-15
15-11-2021_13:54:29_1087_1,1087,1,2021-11-15
15-11-2021_19:47:30_1030_2,1030,2,2021-11-15
15-11-2021_04:43:52_1520_1,1520,1,2021-11-15
15-11-2021_21:42:15_1900_1,1900,1,2021-11-15
15-11-2021_04:27:35_1706_1,1706,1,2021-11-15
15-11-2021_20:21:35_1520_2,1520,2,2021-11-15
15-11-2021_11:43:07_1595_3,1595,3,2021-11-15
15-11-2021_01:59:03_1511_1,1511,1,2021-11-15
16-11-2021_04:54:27_1454_1,1454,1,2021-11-16
16-11-2021_03:40:38_1010_1,1010,1,2021-11-16
16-11-2021_14:52:48_1277_3,1277,3,2021-11-16
16-11-2021_03:12:22_1200_1,1200,1,2021-11-16
16-11-2021_05:41:28_1972_1,1972,1,2021-11-16
16-11-2021_10:25:53_1549_2,1549,2,2021-11-16
16-11-2021_06:57:18_1900_2,1900,2,2021-11-16
16-11-2021_11:23:27_1881_1,1881,1,2021-11-16
16-11-2021_13:02:50_1795_3,1795,3,2021-11-16
16-11-2021_09:58:12_1513_2,1513,2,2021-11-16
16-11-2021_02:11:30_1402_1,1402,1,2021-11-16
16-11-2021_19:17:39_1292_3,1292,3,2021-11-16
16-11-2021_09:21:18_1251_3,1251,3,2021-11-16
16-11-2021_09:41:24_1580_1,1580,1,2021-11-16
16-11-2021_14:11:17_1884_2,1884,2,2021-11-16
16-11-2021_21:58:11_1997_2,1997,2,2021-11-16
16-11-2021_20:02:59_1798_3,1798,3,2021-11-16
16-11-2021_14:28:32_1765_3,1765,3,2021-11-16
16-11-2021_22:48:09_1361_3,1361,3,2021-11-16
16-11-2021_21:40:24_1232_3,1232,3,2021-11-16
16-11-2021_23:16:37_1475_2,1475,2,2021-11-16
16-11-2021_10:23:38_1294_1,1294,1,2021-11-16
16-11-2021_18:21:54_1031_1,1031,1,2021-11-16
16-11-2021_14:42:35_1452_3,1452,3,2021-11-16
16-11-2021_06:40:12_1928_3,1928,3,2021-11-16
16-11-2021_05:51:42_1013_3,1013,3,2021-11-16
16-11-2021_20:36:50_1509_1,1509,1,2021-11-16
16-11-2021_06:48:24_1549_2,1549,2,2021-11-16
16-11-2021_04:03:25_1549_2,1549,2,2021-11-16
16-11-2021_20:45:09_1865_1,1865,1,2021-11-16
16-11-2021_12:12:50_1164_3,1164,3,2021-11-16
16-11-2021_02:06:26_1522_2,1522,2,2021-11-16
16-11-2021_23:40:25_1333_1,1333,1,2021-11-16
17-11-2021_05:44:35_1087_1,1087,1,2021-11-17
17-11-2021_04:43:52_1013_2,1013,2,2021-11-17
17-11-2021_11:24:08_1282_1,1282,1,2021-11-17
17-11-2021_19:09:43_1333_2,1333,2,2021-11-17
17-11-2021_15:17:39_1632_3,1632,3,2021-11-17
17-11-2021_18:33:31_1422_3,1422,3,2021-11-17
17-11-2021_20:05:21_1865_1,1865,1,2021-11-17
17-11-2021_15:38:17_1333_2,1333,2,2021-11-17
17-11-2021_13:51:13_1509_3,1509,3,2021-11-17
17-11-2021_05:34:07_1194_2,1194,2,2021-11-17
17-11-2021_13:31:08_1422_1,1422,1,2021-11-17
17-11-2021_05:22:22_1522_2,1522,2,2021-11-17
17-11-2021_07:38:14_1568_1,1568,1,2021-11-17
17-11-2021_06:03:48_1684_3,1684,3,2021-11-17
17-11-2021_21:54:03_1506_3,1506,3,2021-11-17
17-11-2021_12:32:57_1511_2,1511,2,2021-11-17
17-11-2021_12:59:24_1250_2,1250,2,2021-11-17
17-11-2021_12:33:46_1366_2,1366,2,2021-11-17
17-11-2021_13:56:09_1997_3,1997,3,2021-11-17
17-11-2021_07:10:53_1030_3,1030,3,2021-11-17
17-11-2021_23:22:58_1222_1,1222,1,2021-11-17
17-11-2021_19:32:14_1134_2,1134,2,2021-11-17
17-11-2021_14:10:29_1992_3,1992,3,2021-11-17
17-11-2021_16:07:20_1570_3,1570,3,2021-11-17
17-11-2021_14:25:22_1795_3,1795,3,2021-11-17
17-11-2021_20:57:55_1973_2,1973,2,2021-11-17
17-11-2021_17:05:06_1487_2,1487,2,2021-11-17
17-11-2021_03:03:24_1487_2,1487,2,2021-11-17
17-11-2021_20:46:10_1251_1,1251,1,2021-11-17
17-11-2021_18:37:46_1250_1,1250,1,2021-11-17
17-11-2021_12:56:29_1031_3,1031,3,2021-11-17
17-11-2021_16:49:59_1620_2,1620,2,2021-11-17
17-11-2021_04:02:26_1721_3,1721,3,2021-11-17
18-11-2021_07:48:40_1298_1,1298,1,2021-11-18
18-11-2021_16:19:28_1973_3,1973,3,2021-11-18
18-11-2021_14:54:33_1207_2,1207,2,2021-11-18
18-11-2021_23:04:16_1570_3,1570,3,2021-11-18
18-11-2021_07:06:53_1795_3,1795,3,2021-11-18
18-11-2021_21:05:26_1997_2,1997,2,2021-11-18
18-11-2021_12:51:34_1881_3,1881,3,2021-11-18
18-11-2021_12:24:27_1085_2,1085,2,2021-11-18
18-11-2021_05:51:02_1684_3,1684,3,2021-11-18
18-11-2021_05:20:07_1367_1,1367,1,2021-11-18
18-11-2021_16:55:53_1570_3,1570,3,2021-11-18
18-11-2021_20:35:34_1856_3,1856,3,2021-11-18
18-11-2021_21:48:37_1706_1,1706,1,2021-11-18
18-11-2021_15:10:27_1540_2,1540,2,2021-11-18
18-11-2021_23:36:37_1333_2,1333,2,2021-11-18
18-11-2021_01:36:42_1333_3,1333,3,2021-11-18
18-11-2021_06:15:46_1194_1,1194,1,2021-11-18
18-11-2021_12:48:36_1085_3,1085,3,2021-11-18
18-11-2021_01:55:11_1549_1,1549,1,2021-11-18
18-11-2021_02:28:15_1992_3,1992,3,2021-11-18
18-11-2021_03:09:23_1142_1,1142,1,2021-11-18
18-11-2021_01:40:39_1973_1,1973,1,2021-11-18
18-11-2021_15:16:31_1413_3,1413,3,2021-11-18
18-11-2021_03:23:33_1701_3,1701,3,2021-11-18
18-11-2021_09:42:44_1250_3,1250,3,2021-11-18
18-11-2021_19:17:52_1013_3,1013,3,2021-11-18
18-11-2021_14:08:42_1164_3,1164,3,2021-11-18
18-11-2021_06:23:48_1282_2,1282,2,2021-11-18
18-11-2021_20:59:32_1625_3,1625,3,2021-11-18
18-11-2021_09:59:41_1294_1,1294,1,2021-11-18
18-11-2021_17:32:57_1511_3,1511,3,2021-11-18
18-11-2021_14:56:13_1636_1,1636,1,2021-11-18
18-11-2021_07:25:18_1335_1,1335,1,2021-11-18
18-11-2021_09:48:59_1085_3,1085,3,2021-11-18
18-11-2021_14:49:43_1165_3,1165,3,2021-11-18
18-11-2021_02:46:25_1925_1,1925,1,2021-11-18
18-11-2021_06:50:22_1856_1,1856,1,2021-11-18
18-11-2021_23:04:18_1333_3,1333,3,2021-11-18
18-11-2021_20:45:22_1346_2,1346,2,2021-11-18
19-11-2021_08:11:39_1884_1,1884,1,2021-11-19
19-11-2021_05:01:57_1346_3,1346,3,2021-11-19
19-11-2021_11:02:36_1972_2,1972,2,2021-11-19
19-11-2021_21:55:33_1200_1,1200,1,2021-11-19
19-11-2021_09:04:11_1100_1,1100,1,2021-11-19
19-11-2021_15:19:24_1361_3,1361,3,2021-11-19
19-11-2021_23:59:49_1298_3,1298,3,2021-11-19
19-11-2021_19:53:26_1923_2,1923,2,2021-11-19
19-11-2021_21:31:57_1413_2,1413,2,2021-11-19
19-11-2021_22:21:58_1520_3,1520,3,2021-11-19
19-11-2021_11:20:33_1660_3,1660,3,2021-11-19
19-11-2021_22:40:04_1460_2,1460,2,2021-11-19
19-11-2021_17:45:43_1675_2,1675,2,2021-11-19
19-11-2021_13:08:12_1475_2,1475,2,2021-11-19
19-11-2021_13:21:28_1697_1,1697,1,2021-11-19
19-11-2021_15:44:52_1232_3,1232,3,2021-11-19
19-11-2021_07:14:48_1881_2,1881,2,2021-11-19
19-11-2021_17:57:34_1307_2,1307,2,2021-11-19
19-11-2021_20:48:24_1368_1,1368,1,2021-11-19
19-11-2021_12:37:22_1540_2,1540,2,2021-11-19
19-11-2021_13:58:34_1061_1,1061,1,2021-11-19
19-11-2021_03:28:01_1335_2,1335,2,2021-11-19
19-11-2021_23:47:54_1134_2,1134,2,2021-11-19
19-11-2021_13:20:16_1346_3,1346,3,2021-11-19
19-11-2021_03:13:50_1792_1,1792,1,2021-11-19
20-11-2021_18:41:55_1928_1,1928,1,2021-11-20
20-11-2021_13:55:20_1511_3,1511,3,2021-11-20
20-11-2021_07:50:33_1795_2,1795,2,2021-11-20
20-11-2021_14:47:03_1165_2,1165,2,2021-11-20
20-11-2021_13:12:39_1250_1,1250,1,2021-11-20
20-11-2021_08:26:21_1650_2,1650,2,2021-11-20
20-11-2021_17:15:27_1074_1,1074,1,2021-11-20
20-11-2021_06:37:21_1967_2,1967,2,2021-11-20
20-11-2021_17:13:58_1331_3,1331,3,2021-11-20
20-11-2021_07:43:47_1520_2,1520,2,2021-11-20
20-11-2021_20:43:15_1031_1,1031,1,2021-11-20
20-11-2021_04:09:15_1513_3,1513,3,2021-11-20
20-11-2021_21:47:33_1336_1,1336,1,2021-11-20
20-11-2021_21:59:29_1761_3,1761,3,2021-11-20
20-11-2021_02:26:14_1650_2,1650,2,2021-11-20
20-11-2021_14:11:21_1402_1,1402,1,2021-11-20
20-11-2021_17:03:31_1632_2,1632,2,2021-11-20
20-11-2021_11:58:02_1697_1,1697,1,2021-11-20
20-11-2021_14:59:48_1371_1,1371,1,2021-11-20
20-11-2021_10:04:26_1636_2,1636,2,2021-11-20
20-11-2021_13:46:12_1765_1,1765,1,2021-11-20
20-11-2021_03:33:01_1250_2,1250,2,2021-11-20
20-11-2021_14:52:10_1460_2,1460,2,2021-11-20
20-11-2021_12:51:40_1761_3,1761,3,2021-11-20
20-11-2021_19:22:19_1366_1,1366,1,2021-11-20
20-11-2021_06:32:39_1475_3,1475,3,2021-11-20
20-11-2021_22:41:40_1298_2,1298,2,2021-11-20
20-11-2021_13:39:41_1675_3,1675,3,2021-11-20
20-11-2021_19:44:16_1165_2,1165,2,2021-11-20
20-11-2021_17:29:08_1030_2,1030,2,2021-11-20
20-11-2021_17:24:52_1087_3,1087,3,2021-11-20
20-11-2021_01:47:59_1361_3,1361,3,2021-11-20
20-11-2021_20:05:02_1522_3,1522,3,2021-11-20
20-11-2021_18:04:43_1798_2,1798,2,2021-11-20
20-11-2021_13:33:25_1101_2,1101,2,2021-11-20
21-11-2021_05:11:22_1100_1,1100,1,2021-11-21
21-11-2021_15:07:40_1570_1,1570,1,2021-11-21
21-11-2021_11:33:43_1333_2,1333,2,2021-11-21
21-11-2021_14:23:55_1335_2,1335,2,2021-11-21
21-11-2021_10:14:51_1884_1,1884,1,2021-11-21
21-11-2021_06:42:57_1207_1,1207,1,2021-11-21
21-11-2021_02:25:33_1414_3,1414,3,2021-11-21
21-11-2021_09:24:47_1509_3,1509,3,2021-11-21
21-11-2021_14:40:26_1701_2,1701,2,2021-11-21
21-11-2021_11:56:30_1030_2,1030,2,2021-11-21
21-11-2021_14:55:14_1298_1,1298,1,2021-11-21
21-11-2021_11:58:33_1460_3,1460,3,2021-11-21
21-11-2021_14:35:07_1973_3,1973,3,2021-11-21
21-11-2021_01:18:58_1855_3,1855,3,2021-11-21
21-11-2021_20:39:58_1164_3,1164,3,2021-11-21
21-11-2021_08:04:05_1506_1,1506,1,2021-11-21
21-11-2021_15:59:25_1511_1,1511,1,2021-11-21
21-11-2021_07:35:47_1992_3,1992,3,2021-11-21
21-11-2021_02:39:24_1452_2,1452,2,2021-11-21
21-11-2021_19:53:08_1200_2,1200,2,2021-11-21
21-11-2021_05:24:45_1595_1,1595,1,2021-11-21
21-11-2021_16:42:54_1074_3,1074,3,2021-11-21
21-11-2021_18:44:34_1030_3,1030,3,2021-11-21
21-11-2021_04:18:42_1475_3,1475,3,2021-11-21
21-11-2021_03:43:04_1310_3,1310,3,2021-11-21
21-11-2021_16:21:52_1886_3,1886,3,2021-11-21
21-11-2021_13:57:49_1886_1,1886,1,2021-11-21
21-11-2021_19:34:22_1361_3,1361,3,2021-11-21
21-11-2021_10:40:16_1331_1,1331,1,2021-11-21
21-11-2021_13:06:35_1684_1,1684,1,2021-11-21
21-11-2021_17:40:03_1251_1,1251,1,2021-11-21
21-11-2021_16:32:18_1522_1,1522,1,2021-11-21
21-11-2021_17:48:02_1031_1,1031,1,2021-11-21
