,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2022-11-11,2399.799072265625,2433.027099609375,2388.72314453125,2429.150634765625,2420.60009765625,6155066,3269.60009765625,3341.60009765625,3255.050048828125,3315.949951171875,3171.59375,3265394,1546.6500244140625,1573.5,1546.6500244140625,1570.0999755859375,1529.4793701171875,7214098
2022-11-14,2428.181396484375,2438.565185546875,2404.552490234375,2417.38232421875,2408.873046875,4521556,3324.0,3349.0,3309.0,3335.5,3190.29248046875,1342074,1575.1500244140625,1591.4000244140625,1568.449951171875,1585.300048828125,1544.2862548828125,4908813
2022-11-15,2420.382080078125,2424.166259765625,2390.569091796875,2406.537109375,2398.066162109375,3543216,3321.0,3339.949951171875,3292.0,3332.60009765625,3187.51904296875,1400708,1577.8499755859375,1597.8499755859375,1572.75,1594.0,1552.7611083984375,3497614
2022-11-16,2409.029052734375,2414.52099609375,2382.585205078125,2392.73828125,2384.31591796875,4858080,3338.89990234375,3367.89990234375,3321.449951171875,3355.35009765625,3209.27880859375,1748235,1597.1500244140625,1609.0,1593.5,1602.800048828125,1561.33349609375,4497697
2022-11-17,2385.907958984375,2411.798095703125,2381.339111328125,2398.92236328125,2390.47802734375,3330725,3340.0,3360.0,3317.75,3349.0,3203.204833984375,1417986,1597.199951171875,1602.800048828125,1582.949951171875,1587.4000244140625,1546.3319091796875,3469515
2022-11-18,2406.029296875,2408.106201171875,2373.12451171875,2397.630126953125,2389.1904296875,2651598,3350.0,3362.75,3321.0,3343.449951171875,3197.89697265625,1164540,1591.699951171875,1598.0,1575.5,1593.4000244140625,1552.1766357421875,3126064
2022-11-21,2388.72314453125,2388.72314453125,2347.280517578125,2354.47998046875,2346.192138671875,3195134,3322.5,3333.699951171875,3273.0,3283.5,3140.556396484375,1304194,1582.0999755859375,1587.8499755859375,1564.050048828125,1568.199951171875,1527.6285400390625,3071764
2022-11-22,2349.0341796875,2370.724609375,2341.188720703125,2367.540283203125,2359.20654296875,3305744,3280.0,3318.949951171875,3255.25,3314.949951171875,3170.63720703125,1149739,1569.0,1588.0,1562.0,1585.050048828125,1544.042724609375,3399329
2022-11-23,2376.72412109375,2379.40087890625,2355.725830078125,2360.15625,2351.848388671875,3206704,3330.0,3330.0,3291.0,3308.300048828125,3164.27685546875,1150011,1588.9000244140625,1592.0,1579.300048828125,1583.1500244140625,1542.19189453125,3245067
2022-11-24,2368.417236328125,2394.26123046875,2351.98779296875,2380.508544921875,2372.129150390625,4694719,3316.25,3392.949951171875,3308.300048828125,3380.14990234375,3232.999267578125,1296591,1589.0,1636.0,1584.75,1629.800048828125,1587.635009765625,5282215
2022-11-25,2389.646240234375,2422.78173828125,2383.27734375,2416.0439453125,2407.53955078125,3674961,3383.0,3403.35009765625,3348.0,3389.64990234375,3242.0849609375,1588981,1631.4000244140625,1644.0,1613.800048828125,1635.6500244140625,1593.3336181640625,4563255
2022-11-28,2408.013916015625,2511.5283203125,2309.34521484375,2499.06787109375,2490.271240234375,15763742,3366.0,3417.0,3365.550048828125,3395.25,3247.441650390625,2195437,1628.0,1653.5,1620.0,1623.4000244140625,1581.4005126953125,3825766
2022-11-29,2495.744873046875,2521.31201171875,2486.56103515625,2503.359619140625,2494.5478515625,5529456,3383.0,3429.0,3383.0,3397.35009765625,3249.450439453125,1576028,1621.199951171875,1638.75,1615.050048828125,1629.050048828125,1586.904296875,3131710
2022-11-30,2503.63671875,2534.049560546875,2490.437744140625,2521.03515625,2512.1611328125,13082493,3383.0,3414.89990234375,3375.0,3390.800048828125,3243.185546875,3410702,1619.949951171875,1645.75,1613.1500244140625,1634.949951171875,1592.6517333984375,11868134
2022-12-01,2530.680419921875,2542.864013671875,2506.8671875,2513.60498046875,2504.757080078125,4742900,3425.0,3480.0,3420.0,3475.64990234375,3324.34130859375,2180856,1656.199951171875,1672.5999755859375,1652.300048828125,1657.0999755859375,1614.2286376953125,5407928
2022-12-02,2519.7890625,2536.403076171875,2492.65283203125,2512.54345703125,2503.69921875,5794796,3458.10009765625,3468.89990234375,3413.0,3439.14990234375,3289.430419921875,2411749,1656.0,1661.800048828125,1633.949951171875,1637.9000244140625,1595.525390625,4283343
2022-12-05,2503.175048828125,2507.559326171875,2471.793212890625,2475.900390625,2467.185302734375,7414268,3433.0,3439.14990234375,3407.0,3425.89990234375,3276.75732421875,1475065,1638.0,1644.8499755859375,1623.300048828125,1639.75,1597.3275146484375,3824966
2022-12-06,2459.886474609375,2489.330078125,2456.10205078125,2483.0537109375,2474.313232421875,4297122,3400.050048828125,3407.949951171875,3368.0,3385.35009765625,3237.97265625,1166999,1625.0,1626.0,1607.550048828125,1612.9000244140625,1571.1722412109375,4822398
2022-12-07,2478.254150390625,2487.484130859375,2438.70361328125,2446.41064453125,2437.79931640625,4231055,3368.300048828125,3393.699951171875,3354.0,3380.60009765625,3233.429443359375,1167505,1608.0,1623.800048828125,1596.699951171875,1605.5,1563.9635009765625,4898087
2022-12-08,2455.17919921875,2459.794189453125,2436.8115234375,2445.2568359375,2436.6494140625,3878504,3360.0,3380.60009765625,3339.449951171875,3350.550048828125,3204.6875,1285619,1605.5,1623.9000244140625,1598.5,1620.1500244140625,1578.234619140625,4206837
2022-12-09,2442.257080078125,2455.17919921875,2401.506591796875,2408.198486328125,2399.7216796875,6327881,3374.10009765625,3374.10009765625,3276.35009765625,3292.75,3149.403564453125,1797896,1628.0,1628.0,1561.0999755859375,1569.300048828125,1528.7001953125,8880658
2022-12-12,2386.415771484375,2421.028076171875,2385.9541015625,2411.890380859375,2403.400390625,4739921,3255.5,3296.0,3236.10009765625,3286.449951171875,3143.378173828125,1527610,1550.0,1565.949951171875,1530.050048828125,1547.199951171875,1507.171875,8037679
2022-12-13,2411.890380859375,2430.258056640625,2405.983154296875,2422.874267578125,2414.345703125,4166674,3277.199951171875,3336.449951171875,3267.800048828125,3332.10009765625,3187.040771484375,1378016,1547.199951171875,1577.5,1541.1500244140625,1572.1500244140625,1531.4764404296875,6135067
2022-12-14,2434.550048828125,2435.75,2409.9521484375,2414.105712890625,2405.60791015625,3634473,3348.800048828125,3377.0,3340.89990234375,3365.35009765625,3218.84326171875,1213311,1582.0,1588.5,1573.0,1579.4000244140625,1538.538818359375,4976020
2022-12-15,2402.106689453125,2413.64404296875,2373.0322265625,2379.816162109375,2371.439208984375,4344275,3358.800048828125,3364.75,3298.949951171875,3305.10009765625,3161.216064453125,1415694,1569.300048828125,1570.0,1535.25,1540.5,1500.6451416015625,6443866
2022-12-16,2373.0322265625,2417.151611328125,2361.171630859375,2368.0478515625,2359.71240234375,7918674,3275.0,3292.0,3225.199951171875,3240.25,3099.189208984375,2703680,1525.0,1549.5,1512.050048828125,1522.199951171875,1482.818603515625,9630453
2022-12-19,2382.26220703125,2403.4912109375,2369.063232421875,2399.153076171875,2390.7080078125,3864966,3227.0,3245.5,3194.5,3202.050048828125,3062.652587890625,2120965,1507.949951171875,1516.9000244140625,1495.050048828125,1507.3499755859375,1468.3529052734375,6222740
2022-12-20,2384.93896484375,2423.797119140625,2368.417236328125,2419.920654296875,2411.402587890625,3733794,3198.89990234375,3249.0,3163.64990234375,3243.949951171875,3102.72802734375,1529971,1501.0,1516.0,1482.449951171875,1507.300048828125,1468.30419921875,7396259
2022-12-21,2419.18212890625,2430.258056640625,2377.739501953125,2385.49267578125,2377.095703125,4263775,3249.0,3283.050048828125,3240.0,3268.550048828125,3126.257568359375,1432566,1515.0,1521.0,1502.3499755859375,1509.550048828125,1470.4959716796875,6236361
2022-12-22,2397.953125,2404.091064453125,2369.109375,2379.30859375,2370.933349609375,3725561,3294.0,3294.0,3245.10009765625,3259.699951171875,3117.79248046875,1384101,1521.5,1529.949951171875,1511.75,1522.050048828125,1482.672607421875,6302640
2022-12-23,2365.925048828125,2391.03076171875,2300.345947265625,2309.52978515625,2301.400146484375,5128557,3217.0,3266.85009765625,3217.0,3228.35009765625,3087.807861328125,1360281,1508.699951171875,1509.9000244140625,1493.0,1497.0999755859375,1458.3680419921875,6283822
2022-12-26,2321.113525390625,2346.26513671875,2300.484375,2329.697265625,2321.49658203125,2995121,3228.35009765625,3272.0,3225.050048828125,3252.89990234375,3111.28857421875,870157,1500.5,1509.9000244140625,1496.3499755859375,1502.4000244140625,1463.531005859375,4115459
2022-12-27,2335.189208984375,2352.54150390625,2321.574951171875,2348.75732421875,2340.48974609375,2881635,3269.199951171875,3273.800048828125,3231.5,3259.5,3117.601318359375,835883,1509.949951171875,1521.449951171875,1497.5,1514.8499755859375,1475.65869140625,4860076
2022-12-28,2342.5732421875,2353.464599609375,2327.34375,2348.526611328125,2340.259765625,3729696,3249.800048828125,3266.10009765625,3226.0,3257.10009765625,3115.30615234375,910795,1505.0999755859375,1524.949951171875,1498.5,1510.1500244140625,1471.0804443359375,5029860
2022-12-29,2332.420166015625,2352.6337890625,2331.03564453125,2347.465087890625,2339.201904296875,3465324,3231.10009765625,3271.5,3228.0,3268.75,3126.44873046875,1037927,1504.0,1521.300048828125,1501.0,1517.550048828125,1478.2890625,4624745
2022-12-30,2349.12646484375,2378.570068359375,2345.4345703125,2351.064697265625,2342.788818359375,3644738,3286.050048828125,3299.0,3246.199951171875,3256.699951171875,3114.923095703125,1163131,1528.0,1530.4000244140625,1504.050048828125,1508.199951171875,1469.180908203125,5060544
2023-01-02,2353.649169921875,2380.416259765625,2351.98779296875,2377.554931640625,2369.185791015625,2658087,3261.0,3266.85009765625,3235.199951171875,3261.449951171875,3119.466552734375,709547,1514.0,1526.5,1504.050048828125,1524.0,1484.5721435546875,3801140
2023-01-03,2367.540283203125,2374.878173828125,2351.61865234375,2360.15625,2351.848388671875,3829466,3252.0,3320.0,3245.300048828125,3311.35009765625,3167.1943359375,1245178,1519.8499755859375,1532.6500244140625,1515.0999755859375,1522.550048828125,1483.15966796875,4551130
2023-01-04,2360.110107421875,2363.848388671875,2320.421142578125,2324.620849609375,2316.438232421875,4632445,3306.699951171875,3327.35009765625,3286.199951171875,3314.64990234375,3170.3505859375,1231668,1521.0,1521.0,1491.0999755859375,1494.800048828125,1456.1275634765625,7059590
2023-01-05,2329.189697265625,2341.096435546875,2311.191162109375,2320.46728515625,2312.29931640625,6818549,3330.199951171875,3337.300048828125,3281.949951171875,3311.10009765625,3166.954833984375,1826057,1505.9000244140625,1505.9000244140625,1469.25,1475.199951171875,1437.0345458984375,9868404
2023-01-06,2332.09716796875,2351.757080078125,2324.39013671875,2341.557861328125,2333.3154296875,3174798,3300.0,3301.550048828125,3200.0,3211.550048828125,3071.739013671875,2488376,1470.0,1475.0,1446.5,1448.5,1411.025390625,6443714
2023-01-09,2349.31103515625,2401.645263671875,2347.51123046875,2396.845458984375,2388.408447265625,5361376,3229.0,3327.0,3221.14990234375,3319.949951171875,3175.419677734375,2885060,1448.199951171875,1489.3499755859375,1448.199951171875,1484.449951171875,1446.0452880859375,11498717
2023-01-10,2405.337158203125,2405.337158203125,2349.957275390625,2361.40234375,2353.090087890625,4023571,3285.0,3298.0,3230.10009765625,3286.39990234375,3143.330322265625,3864655,1482.0,1483.9000244140625,1454.050048828125,1469.75,1431.7255859375,7158624
2023-01-11,2355.956787109375,2361.033203125,2326.974365234375,2331.6357421875,2323.428466796875,5754776,3290.10009765625,3349.5,3271.14990234375,3328.699951171875,3183.78857421875,2720512,1470.0,1494.0,1464.0,1471.25,1433.186767578125,6173092
2023-01-12,2330.435791015625,2337.49658203125,2275.194091796875,2281.285888671875,2273.255615234375,8844386,3329.0,3350.0,3315.550048828125,3334.35009765625,3189.19287109375,2250391,1481.949951171875,1485.0,1455.0,1480.5999755859375,1442.294921875,6591385
2023-01-13,2269.102294921875,2282.48583984375,2247.135009765625,2277.593994140625,2269.576904296875,10309291,3342.89990234375,3379.0,3305.0,3374.550048828125,3227.642822265625,1742837,1483.5,1519.4000244140625,1468.0,1503.6500244140625,1464.7486572265625,11610426
2023-01-16,2282.30126953125,2288.716064453125,2240.1201171875,2255.903564453125,2247.962646484375,6811927,3317.0,3353.0,3298.050048828125,3334.050048828125,3253.502685546875,1843607,1510.0,1528.0,1502.300048828125,1525.5,1486.0333251953125,6073063
2023-01-17,2268.733154296875,2291.80810546875,2261.903076171875,2287.931640625,2279.878173828125,5375500,3330.0,3381.800048828125,3321.0,3378.39990234375,3296.780517578125,1688475,1527.0,1542.199951171875,1524.0,1539.5,1499.671142578125,5922644
2023-01-18,2283.039794921875,2299.284423828125,2270.90234375,2284.147216796875,2276.10693359375,6724143,3380.0,3408.949951171875,3372.25,3390.0,3308.1005859375,2421189,1544.75,1551.8499755859375,1539.5999755859375,1545.4000244140625,1505.4185791015625,5843098
2023-01-19,2282.48583984375,2290.1005859375,2267.487060546875,2281.701416015625,2273.669921875,5970027,3380.0,3387.0,3361.0,3373.10009765625,3291.609130859375,1585044,1539.9000244140625,1549.550048828125,1526.1500244140625,1538.9000244140625,1499.086669921875,6165284
2023-01-20,2284.42431640625,2284.42431640625,2249.5810546875,2254.565185546875,2246.629150390625,7465143,3365.0,3394.64990234375,3355.60009765625,3363.10009765625,3281.85107421875,1529349,1538.0,1545.0,1524.0,1525.550048828125,1486.08203125,6496429
2023-01-23,2260.42626953125,2276.3017578125,2238.274169921875,2243.166015625,2235.27001953125,5477059,3388.0,3419.0,3355.60009765625,3414.89990234375,3332.399169921875,1067916,1535.0,1553.300048828125,1528.0999755859375,1548.0,1507.951171875,4855020
2023-01-24,2252.119140625,2255.488037109375,2203.523193359375,2229.921142578125,2222.07177734375,8244377,3425.0,3451.949951171875,3417.300048828125,3436.300048828125,3353.282470703125,1387863,1560.0,1568.800048828125,1549.75,1551.9000244140625,1511.7503662109375,5200802
2023-01-25,2226.690673828125,2228.767333984375,2196.7392578125,2199.0927734375,2191.35205078125,6192509,3425.300048828125,3435.0,3405.0,3429.75,3346.890625,874110,1547.0,1556.0,1538.75,1543.0,1503.08056640625,4158617
2023-01-27,2200.800537109375,2203.523193359375,2133.652099609375,2157.373291015625,2149.779296875,12915487,3426.0,3446.0,3382.300048828125,3411.050048828125,3328.642578125,1785879,1546.0,1550.949951171875,1507.4000244140625,1519.1500244140625,1479.8475341796875,6209955
2023-01-30,2152.158447265625,2189.262939453125,2123.822265625,2178.048583984375,2170.3818359375,10886051,3420.0,3458.449951171875,3385.550048828125,3433.64990234375,3350.696044921875,1953798,1528.800048828125,1544.0,1520.0,1538.800048828125,1498.9892578125,6964719
2023-01-31,2198.585205078125,2203.80029296875,2160.7421875,2172.602783203125,2164.955078125,11345797,3449.0,3449.0,3351.0,3358.699951171875,3277.556884765625,2820375,1548.9000244140625,1548.9000244140625,1513.0,1533.75,1494.06982421875,9448126
2023-02-01,2196.693115234375,2196.693115234375,2127.51416015625,2159.72705078125,2152.124755859375,9673900,3363.0,3419.0,3355.0,3408.35009765625,3326.007568359375,2205161,1542.199951171875,1555.050048828125,1528.050048828125,1551.0999755859375,1510.970947265625,6194199
2023-02-02,2139.51318359375,2167.203125,2133.05224609375,2147.774169921875,2140.2138671875,6831331,3427.0,3469.0,3420.10009765625,3460.39990234375,3376.800048828125,1813847,1552.0,1586.949951171875,1552.0,1583.75,1542.7762451171875,6916834
2023-02-03,2168.126220703125,2168.126220703125,2116.438232421875,2149.666259765625,2142.099365234375,12349787,3504.0,3504.0,3452.89990234375,3482.300048828125,3398.171142578125,1804469,1597.5,1604.6500244140625,1573.0,1599.4000244140625,1558.021484375,7040194
2023-02-06,2136.744140625,2142.2822265625,2128.252685546875,2133.467529296875,2125.957763671875,7418939,3473.14990234375,3473.14990234375,3436.85009765625,3459.949951171875,3376.36083984375,1138714,1598.0,1598.0,1561.5999755859375,1569.8499755859375,1529.23583984375,4570612
2023-02-07,2133.975341796875,2148.189453125,2116.438232421875,2128.344970703125,2120.853271484375,7567717,3468.89990234375,3493.0,3461.39990234375,3472.550048828125,3388.65673828125,1455647,1569.0,1576.050048828125,1555.0999755859375,1562.4000244140625,1521.9786376953125,4336238
2023-02-08,2134.898193359375,2178.18701171875,2129.3603515625,2170.84912109375,2163.207763671875,10580166,3478.050048828125,3539.89990234375,3478.050048828125,3520.10009765625,3435.057861328125,1986946,1565.5,1603.0,1565.5,1590.5,1549.3516845703125,7983338
2023-02-09,2172.233642578125,2188.293701171875,2154.28125,2174.63330078125,2166.978515625,6586381,3515.0,3547.60009765625,3505.300048828125,3540.85009765625,3455.306884765625,1655427,1596.199951171875,1619.75,1586.050048828125,1617.0,1575.1661376953125,6904911
2023-02-10,2173.572021484375,2173.572021484375,2142.55908203125,2156.727294921875,2149.135498046875,5395222,3520.0,3542.35009765625,3508.14990234375,3537.550048828125,3452.08642578125,1187821,1612.949951171875,1616.300048828125,1596.449951171875,1608.550048828125,1566.9346923828125,4786762
2023-02-13,2160.00390625,2169.04931640625,2135.406005859375,2144.451416015625,2136.90283203125,5176246,3549.0,3549.0,3473.39990234375,3482.39990234375,3398.2685546875,1087939,1597.0,1597.0,1566.0,1567.449951171875,1526.89794921875,4001199
2023-02-14,2150.543212890625,2198.492919921875,2144.728271484375,2194.985595703125,2187.25927734375,7160960,3505.0,3524.85009765625,3495.0,3500.10009765625,3415.541015625,1579818,1584.699951171875,1596.0,1578.1500244140625,1593.25,1552.030517578125,5043736
2023-02-15,2193.047119140625,2249.534912109375,2190.2783203125,2244.68896484375,2236.78759765625,16751795,3487.0,3526.0,3460.14990234375,3520.64990234375,3435.594482421875,1429449,1584.0,1599.0,1576.0,1597.050048828125,1555.7322998046875,3465747
2023-02-16,2260.841552734375,2274.086669921875,2238.3203125,2242.935302734375,2235.0400390625,8632243,3527.199951171875,3575.0,3527.0,3558.050048828125,3472.0908203125,1618931,1600.0,1614.449951171875,1597.8499755859375,1601.800048828125,1560.359375,4290289
2023-02-17,2233.6591796875,2259.041748046875,2224.98291015625,2252.3037109375,2244.37548828125,5904760,3526.14990234375,3538.89990234375,3490.0,3501.14990234375,3416.5654296875,1061369,1594.0,1595.0,1575.5,1583.800048828125,1542.8250732421875,2857734
2023-02-20,2256.734130859375,2261.118408203125,2224.521484375,2228.490478515625,2220.646240234375,4418468,3502.0,3522.0,3475.050048828125,3487.300048828125,3403.05029296875,1296082,1584.949951171875,1603.0,1582.5,1592.449951171875,1551.2510986328125,2417716
2023-02-21,2237.351318359375,2258.3955078125,2226.59814453125,2246.673583984375,2238.765380859375,6655796,3494.0,3508.89990234375,3444.75,3451.0,3367.627197265625,1139541,1598.699951171875,1601.6500244140625,1576.0,1579.5,1538.63623046875,2723288
2023-02-22,2239.151123046875,2242.88916015625,2192.17041015625,2195.723876953125,2187.994873046875,5512167,3414.949951171875,3447.0,3395.0,3401.550048828125,3319.3720703125,1218430,1563.0,1575.0,1555.300048828125,1561.800048828125,1521.394287109375,3656244
2023-02-23,2194.893310546875,2210.353515625,2179.525390625,2185.20166015625,2177.509765625,4925955,3421.0,3452.39990234375,3408.0,3413.800048828125,3331.325927734375,1441570,1569.8499755859375,1569.8499755859375,1548.1500244140625,1550.699951171875,1510.581298828125,4766854
2023-02-24,2189.355224609375,2211.645751953125,2185.663330078125,2200.154296875,2192.40966796875,4717026,3422.5,3433.949951171875,3382.300048828125,3400.449951171875,3318.29833984375,977592,1560.0,1569.0,1545.0,1550.6500244140625,1510.53271484375,2790986
2023-02-27,2198.585205078125,2205.646240234375,2170.618408203125,2185.524658203125,2177.83154296875,5599857,3390.0,3390.0,3316.0,3331.85009765625,3251.355712890625,1128022,1540.0,1540.0,1502.0,1509.300048828125,1470.25244140625,4920268
2023-02-28,2174.679443359375,2184.740234375,2135.498291015625,2143.712890625,2136.1669921875,10997019,3328.5,3392.0,3299.89990234375,3312.85009765625,3232.81494140625,4116217,1515.5999755859375,1524.0,1481.300048828125,1487.550048828125,1449.065185546875,9679811
2023-03-01,2163.51123046875,2164.895751953125,2144.35888671875,2163.4189453125,2155.8037109375,5775572,3323.0,3389.0,3315.0,3385.699951171875,3303.904541015625,1669307,1492.4000244140625,1500.8499755859375,1481.5,1496.050048828125,1457.34521484375,5125043
2023-03-02,2157.05029296875,2170.572265625,2142.8359375,2146.943359375,2139.385986328125,4666767,3361.0,3369.89990234375,3318.0,3321.449951171875,3241.20703125,1556538,1485.0,1488.5999755859375,1467.300048828125,1472.1500244140625,1434.0634765625,4644499
2023-03-03,2168.2646484375,2209.153564453125,2161.25,2201.723388671875,2193.973388671875,7321903,3354.0,3358.0,3331.10009765625,3342.14990234375,3261.406982421875,1043190,1486.75,1489.800048828125,1473.0,1479.300048828125,1441.0286865234375,4615015
2023-03-06,2215.19921875,2237.905029296875,2215.19921875,2223.229248046875,2215.403564453125,5085958,3361.89990234375,3404.949951171875,3359.0,3371.85009765625,3290.389404296875,1334132,1494.550048828125,1520.4000244140625,1493.1500244140625,1507.449951171875,1468.4501953125,6561742
2023-03-08,2223.229248046875,2232.736328125,2201.354248046875,2231.21337890625,2223.359375,7891328,3364.0,3396.0,3330.85009765625,3390.39990234375,3308.490966796875,1844590,1490.550048828125,1496.0,1481.0999755859375,1492.699951171875,1454.081787109375,4137080
2023-03-09,2229.96728515625,2230.7978515625,2173.756591796875,2177.5869140625,2169.921875,8117564,3385.0,3385.0,3330.85009765625,3336.85009765625,3256.23486328125,1648500,1495.0,1498.3499755859375,1474.5999755859375,1480.4000244140625,1442.1002197265625,5104656
2023-03-10,2161.203857421875,2163.51123046875,2136.790283203125,2143.851318359375,2136.304931640625,6667045,3312.89990234375,3337.25,3290.0,3331.0,3250.526123046875,1024404,1460.0,1474.300048828125,1457.6500244140625,1471.550048828125,1433.4791259765625,3699580
2023-03-13,2149.666259765625,2163.51123046875,2099.82421875,2108.5927734375,2101.17041015625,6385796,3333.0,3369.800048828125,3272.0,3281.949951171875,3202.6611328125,1901233,1464.199951171875,1478.300048828125,1428.0,1435.0999755859375,1397.9720458984375,8798403
2023-03-14,2104.439208984375,2127.468017578125,2094.33251953125,2100.701171875,2093.306640625,8013761,3280.0,3304.39990234375,3209.39990234375,3214.949951171875,3137.280029296875,2670334,1441.0,1448.3499755859375,1411.0,1420.0,1383.2626953125,7402784
2023-03-15,2108.2236328125,2121.330078125,2055.889404296875,2064.79638671875,2057.5283203125,10864277,3250.0,3260.35009765625,3192.0,3198.89990234375,3121.617431640625,1780522,1438.0,1442.8499755859375,1416.8499755859375,1419.6500244140625,1382.921875,7556182
2023-03-16,2070.288330078125,2080.441162109375,2032.6298828125,2054.5048828125,2047.27294921875,9181579,3208.0,3219.800048828125,3172.0,3185.0,3108.053466796875,1901060,1417.800048828125,1417.800048828125,1398.699951171875,1404.0999755859375,1367.7740478515625,7323117
2023-03-17,2071.903564453125,2078.549072265625,2042.3214111328125,2051.920654296875,2044.6978759765625,17007106,3150.5,3221.39990234375,3144.0,3179.300048828125,3102.491455078125,6739966,1430.0,1442.9000244140625,1411.4000244140625,1420.699951171875,1383.944580078125,9090018
2023-03-20,2044.4443359375,2049.059326171875,2012.1392822265625,2031.7530517578125,2024.6011962890625,9762294,3169.64990234375,3169.64990234375,3095.050048828125,3143.300048828125,3067.36083984375,2289468,1419.699951171875,1419.699951171875,1384.8499755859375,1403.6500244140625,1367.3358154296875,8221829
2023-03-21,2048.090087890625,2098.9013671875,2046.290283203125,2094.932373046875,2087.55810546875,10700180,3143.300048828125,3156.75,3097.449951171875,3106.10009765625,3031.059814453125,1815297,1399.0,1405.0,1390.0,1390.699951171875,1354.720703125,8536755
2023-03-22,2109.05419921875,2115.007568359375,2095.209228515625,2101.301025390625,2093.904541015625,5460047,3130.050048828125,3143.5,3106.10009765625,3130.800048828125,3055.162841796875,1123939,1403.0,1407.25,1382.1500244140625,1389.25,1353.3082275390625,8356487
2023-03-23,2093.36328125,2095.116943359375,2070.33447265625,2074.71875,2067.415771484375,8124685,3114.89990234375,3146.35009765625,3101.0,3124.64990234375,3049.161376953125,1372218,1383.949951171875,1383.949951171875,1370.0,1374.550048828125,1338.9886474609375,7607718
2023-03-24,2072.364990234375,2076.749267578125,2028.7532958984375,2033.6451416015625,2026.4866943359375,6187972,3148.89990234375,3170.0,3106.0,3120.5,3045.111572265625,1329577,1388.0,1398.949951171875,1377.5,1380.6500244140625,1344.9307861328125,7559127
2023-03-27,2046.7518310546875,2080.441162109375,2030.783935546875,2065.2578125,2057.988037109375,7027161,3135.0,3152.75,3106.0,3122.300048828125,3046.868408203125,1524217,1386.25,1395.75,1374.0999755859375,1388.949951171875,1353.0159912109375,4170193
2023-03-28,2072.13427734375,2082.748779296875,2064.750244140625,2074.9033203125,2067.599609375,6288212,3127.0,3149.550048828125,3110.14990234375,3115.89990234375,3040.622802734375,1303530,1392.0999755859375,1398.0,1375.8499755859375,1377.5999755859375,1341.959716796875,6633366
2023-03-29,2066.59619140625,2071.94970703125,2040.8446044921875,2062.62744140625,2055.366943359375,9402032,3129.0,3150.0,3104.10009765625,3138.89990234375,3063.067138671875,1740616,1379.0,1389.9000244140625,1364.550048828125,1383.550048828125,1347.755859375,8813966
2023-03-31,2081.3642578125,2163.003662109375,2081.08740234375,2151.558349609375,2143.98486328125,14085600,3189.949951171875,3213.0,3152.0,3205.89990234375,3128.4482421875,2382581,1404.0,1429.949951171875,1393.9000244140625,1427.949951171875,1391.0069580078125,8711975
2023-04-03,2164.434326171875,2168.126220703125,2136.744140625,2151.927490234375,2144.352783203125,5146521,3224.949951171875,3224.949951171875,3173.75,3200.0,3122.69091796875,1521830,1435.0,1435.0,1405.1500244140625,1410.8499755859375,1374.349365234375,5242764
2023-04-05,2167.203125,2167.203125,2130.791015625,2146.7587890625,2139.2021484375,8131464,3185.5,3264.35009765625,3185.5,3239.800048828125,3161.52978515625,2655065,1400.0,1427.5,1400.0,1423.550048828125,1386.720947265625,7506334
2023-04-06,2139.651611328125,2172.7412109375,2139.651611328125,2161.157470703125,2153.550048828125,9217523,3225.0,3257.35009765625,3215.0,3220.699951171875,3142.890869140625,1703464,1416.0,1428.4000244140625,1410.3499755859375,1421.9000244140625,1385.113525390625,6948465
2023-04-10,2169.04931640625,2169.41845703125,2142.789794921875,2145.835693359375,2138.2822265625,6480704,3220.0,3272.0,3215.0,3263.39990234375,3184.559326171875,2203187,1423.949951171875,1434.0,1415.0,1427.5999755859375,1390.6661376953125,4993788
2023-04-11,2154.28125,2160.7421875,2145.097412109375,2156.4501953125,2148.859375,5271183,3264.0,3272.949951171875,3192.14990234375,3213.800048828125,3136.15771484375,2348779,1428.9000244140625,1433.3499755859375,1389.0,1406.1500244140625,1369.7711181640625,6942255
2023-04-12,2156.4501953125,2185.478515625,2150.635498046875,2165.957275390625,2158.3330078125,9089543,3227.949951171875,3260.949951171875,3199.0,3241.64990234375,3163.334716796875,2417727,1413.050048828125,1431.5,1400.0,1428.300048828125,1391.3480224609375,5831169
2023-04-13,2171.818115234375,2183.632568359375,2161.665283203125,2174.125732421875,2166.472900390625,6189104,3210.0,3230.0,3180.0,3188.85009765625,3111.810546875,4174070,1409.75,1411.050048828125,1383.0,1389.199951171875,1353.259521484375,11267238
2023-04-17,2238.22802734375,2238.22802734375,2168.17236328125,2185.155517578125,2177.463623046875,8964739,3134.10009765625,3163.39990234375,3070.25,3139.5,3063.652587890625,5505048,1250.300048828125,1261.1500244140625,1185.300048828125,1258.300048828125,1225.7462158203125,53171705
