member_id,membership,reward_discount,member_discount,added_prime_discount
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,-,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,10%,10%,-
1026,gold,15%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,15%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,10%,10%,-
1026,gold,15%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,15%,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,15%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,10%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,5%,10%,-
1026,gold,-,10%,-
1026,gold,-,10%,-
1026,gold,-,10%,-
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,10%,20%,30%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,10%,20%,30%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,-,20%,20%
1027,platinum,-,20%,20%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,15%,20%,35%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1027,platinum,5%,20%,25%
1027,platinum,10%,20%,30%
1027,platinum,-,20%,20%
1027,platinum,10%,20%,30%
1027,platinum,5%,20%,25%
1028,bronze,15%,-,-
1028,bronze,15%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,15%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,15%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,15%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,10%,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,15%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,15%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,10%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,-,-,-
1028,bronze,10%,-,-
1028,bronze,15%,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,10%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,5%,-,-
1028,bronze,5%,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1028,bronze,-,-,-
1029,gold,5%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,15%,10%,-
1029,gold,10%,10%,-
1029,gold,15%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,-,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,-,10%,-
1029,gold,-,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,15%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,-,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,-,10%,-
1029,gold,-,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,15%,10%,-
1029,gold,5%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,15%,10%,-
1029,gold,10%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1029,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,-,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,15%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,15%,10%,-
1030,gold,-,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,15%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,15%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,10%,10%,-
1030,gold,10%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,5%,10%,-
1030,gold,5%,10%,-
1030,gold,-,10%,-
1030,gold,-,10%,-
1030,gold,-,10%,-
1030,gold,-,10%,-
1030,gold,-,10%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,15%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,15%,5%,-
1031,silver,10%,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,-,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,-,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1031,silver,10%,5%,-
1031,silver,5%,5%,-
1031,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,15%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,10%,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,10%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,5%,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1032,silver,-,5%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,-,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,-,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,15%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,15%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,5%,10%,-
1033,gold,15%,10%,-
1033,gold,5%,10%,-
1033,gold,10%,10%,-
1033,gold,-,10%,-
1033,gold,-,10%,-
1033,gold,5%,10%,-
1033,gold,-,10%,-
1033,gold,10%,10%,-
1033,gold,5%,10%,-
1034,silver,15%,5%,-
1034,silver,-,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,15%,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,15%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,15%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,15%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,15%,5%,-
1034,silver,-,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,15%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,-,5%,-
1034,silver,10%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,10%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,5%,5%,-
1034,silver,5%,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1034,silver,-,5%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,-,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,15%,10%,-
1035,gold,15%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,10%,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,10%,10%,-
1035,gold,5%,10%,-
1035,gold,-,10%,-
1035,gold,-,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1035,gold,5%,10%,-
1036,gold,5%,10%,-
1036,gold,5%,10%,-
1036,gold,5%,10%,-
1036,gold,10%,10%,-
1036,gold,15%,10%,-
1036,gold,5%,10%,-
1036,gold,10%,10%,-
1036,gold,5%,10%,-
1036,gold,15%,10%,-
1036,gold,10%,10%,-
1036,gold,-,10%,-
1036,gold,10%,10%,-
1036,gold,5%,10%,-
1036,gold,5%,10%,-
1036,gold,5%,10%,-
