target1,target2,combo_pair,target1_count,combo_conut,affinity_score
52,98,52_98,1306,76,0.0582
52,50,52_50,1306,75,0.0574
52,67,52_67,1306,75,0.0574
52,75,52_75,1306,74,0.0567
52,68,52_68,1306,74,0.0567
52,66,52_66,1306,74,0.0567
52,6,52_6,1306,74,0.0567
52,81,52_81,1306,74,0.0567
52,41,52_41,1306,74,0.0567
52,73,52_73,1306,73,0.0559
52,31,52_31,1306,73,0.0559
52,80,52_80,1306,73,0.0559
52,44,52_44,1306,73,0.0559
52,62,52_62,1306,73,0.0559
52,63,52_63,1306,72,0.0551
52,57,52_57,1306,72,0.0551
52,26,52_26,1306,72,0.0551
52,64,52_64,1306,72,0.0551
52,46,52_46,1306,72,0.0551
52,14,52_14,1306,71,0.0544
52,91,52_91,1306,71,0.0544
52,53,52_53,1306,69,0.0528
52,89,52_89,1306,69,0.0528
52,96,52_96,1306,68,0.0521
52,47,52_47,1306,68,0.0521
52,59,52_59,1306,68,0.0521
52,22,52_22,1306,67,0.0513
52,12,52_12,1306,67,0.0513
52,5,52_5,1306,67,0.0513
52,23,52_23,1306,67,0.0513
52,32,52_32,1306,67,0.0513
52,94,52_94,1306,67,0.0513
52,56,52_56,1306,67,0.0513
52,40,52_40,1306,66,0.0505
52,42,52_42,1306,66,0.0505
52,15,52_15,1306,66,0.0505
52,18,52_18,1306,66,0.0505
52,61,52_61,1306,65,0.0498
52,28,52_28,1306,65,0.0498
52,10,52_10,1306,65,0.0498
52,58,52_58,1306,64,0.0490
52,9,52_9,1306,64,0.0490
52,37,52_37,1306,64,0.0490
52,84,52_84,1306,64,0.0490
52,90,52_90,1306,64,0.0490
52,34,52_34,1306,63,0.0482
52,55,52_55,1306,63,0.0482
52,43,52_43,1306,63,0.0482
52,82,52_82,1306,63,0.0482
52,60,52_60,1306,63,0.0482
52,74,52_74,1306,63,0.0482
52,27,52_27,1306,62,0.0475
52,49,52_49,1306,62,0.0475
52,16,52_16,1306,62,0.0475
52,77,52_77,1306,61,0.0467
52,85,52_85,1306,61,0.0467
52,11,52_11,1306,61,0.0467
52,88,52_88,1306,61,0.0467
52,2,52_2,1306,60,0.0459
52,7,52_7,1306,60,0.0459
52,72,52_72,1306,60,0.0459
52,65,52_65,1306,60,0.0459
52,86,52_86,1306,60,0.0459
52,97,52_97,1306,60,0.0459
52,20,52_20,1306,59,0.0452
52,71,52_71,1306,59,0.0452
52,19,52_19,1306,59,0.0452
52,24,52_24,1306,58,0.0444
52,92,52_92,1306,58,0.0444
52,54,52_54,1306,58,0.0444
52,36,52_36,1306,57,0.0436
52,93,52_93,1306,57,0.0436
52,78,52_78,1306,56,0.0429
52,33,52_33,1306,56,0.0429
52,8,52_8,1306,56,0.0429
52,29,52_29,1306,56,0.0429
52,45,52_45,1306,55,0.0421
52,76,52_76,1306,55,0.0421
52,48,52_48,1306,53,0.0406
52,21,52_21,1306,50,0.0383
78,60,78_60,1293,87,0.0673
78,72,78_72,1293,82,0.0634
78,35,78_35,1293,80,0.0619
78,38,78_38,1293,79,0.0611
78,77,78_77,1293,79,0.0611
78,76,78_76,1293,79,0.0611
78,89,78_89,1293,79,0.0611
78,61,78_61,1293,78,0.0603
78,14,78_14,1293,77,0.0596
78,34,78_34,1293,76,0.0588
78,71,78_71,1293,76,0.0588
78,100,78_100,1293,75,0.0580
78,62,78_62,1293,75,0.0580
78,23,78_23,1293,75,0.0580
78,19,78_19,1293,74,0.0572
78,36,78_36,1293,74,0.0572
78,44,78_44,1293,74,0.0572
78,26,78_26,1293,73,0.0565
78,86,78_86,1293,73,0.0565
78,46,78_46,1293,73,0.0565
78,51,78_51,1293,72,0.0557
78,83,78_83,1293,72,0.0557
78,73,78_73,1293,72,0.0557
78,68,78_68,1293,72,0.0557
78,87,78_87,1293,71,0.0549
78,1,78_1,1293,71,0.0549
78,8,78_8,1293,71,0.0549
78,43,78_43,1293,71,0.0549
78,45,78_45,1293,71,0.0549
78,94,78_94,1293,71,0.0549
78,47,78_47,1293,71,0.0549
78,75,78_75,1293,70,0.0541
78,21,78_21,1293,70,0.0541
78,95,78_95,1293,70,0.0541
78,99,78_99,1293,70,0.0541
78,7,78_7,1293,70,0.0541
78,9,78_9,1293,70,0.0541
78,69,78_69,1293,70,0.0541
78,37,78_37,1293,70,0.0541
78,39,78_39,1293,69,0.0534
78,91,78_91,1293,69,0.0534
78,80,78_80,1293,69,0.0534
78,32,78_32,1293,69,0.0534
78,5,78_5,1293,68,0.0526
78,63,78_63,1293,68,0.0526
78,96,78_96,1293,68,0.0526
78,64,78_64,1293,68,0.0526
78,53,78_53,1293,68,0.0526
78,48,78_48,1293,67,0.0518
78,15,78_15,1293,67,0.0518
78,66,78_66,1293,67,0.0518
78,84,78_84,1293,67,0.0518
78,74,78_74,1293,67,0.0518
78,11,78_11,1293,67,0.0518
78,42,78_42,1293,66,0.0510
78,79,78_79,1293,66,0.0510
78,92,78_92,1293,66,0.0510
78,40,78_40,1293,66,0.0510
78,6,78_6,1293,66,0.0510
78,24,78_24,1293,66,0.0510
78,82,78_82,1293,65,0.0503
78,70,78_70,1293,65,0.0503
78,54,78_54,1293,65,0.0503
78,85,78_85,1293,65,0.0503
78,29,78_29,1293,64,0.0495
78,2,78_2,1293,64,0.0495
78,25,78_25,1293,64,0.0495
78,58,78_58,1293,64,0.0495
78,13,78_13,1293,64,0.0495
78,12,78_12,1293,64,0.0495
78,3,78_3,1293,62,0.0480
78,30,78_30,1293,62,0.0480
78,81,78_81,1293,62,0.0480
78,20,78_20,1293,62,0.0480
78,27,78_27,1293,62,0.0480
78,97,78_97,1293,62,0.0480
78,31,78_31,1293,62,0.0480
78,90,78_90,1293,61,0.0472
78,10,78_10,1293,61,0.0472
78,59,78_59,1293,60,0.0464
78,49,78_49,1293,60,0.0464
78,50,78_50,1293,60,0.0464
78,93,78_93,1293,59,0.0456
78,18,78_18,1293,59,0.0456
78,67,78_67,1293,58,0.0449
78,22,78_22,1293,58,0.0449
78,52,78_52,1293,56,0.0433
78,17,78_17,1293,56,0.0433
78,4,78_4,1293,56,0.0433
78,28,78_28,1293,55,0.0425
78,88,78_88,1293,55,0.0425
78,56,78_56,1293,55,0.0425
78,33,78_33,1293,53,0.0410
78,98,78_98,1293,53,0.0410
78,55,78_55,1293,49,0.0379
78,57,78_57,1293,48,0.0371
78,16,78_16,1293,48,0.0371
78,65,78_65,1293,47,0.0363
78,41,78_41,1293,46,0.0356
13,69,13_69,1244,86,0.0691
13,21,13_21,1244,85,0.0683
13,46,13_46,1244,83,0.0667
13,85,13_85,1244,82,0.0659
13,57,13_57,1244,81,0.0651
13,52,13_52,1244,80,0.0643
13,83,13_83,1244,79,0.0635
13,77,13_77,1244,79,0.0635
13,19,13_19,1244,78,0.0627
13,96,13_96,1244,78,0.0627
13,99,13_99,1244,76,0.0611
13,100,13_100,1244,75,0.0603
13,89,13_89,1244,75,0.0603
13,80,13_80,1244,74,0.0595
13,4,13_4,1244,74,0.0595
13,35,13_35,1244,73,0.0587
13,86,13_86,1244,73,0.0587
13,23,13_23,1244,73,0.0587
13,29,13_29,1244,73,0.0587
13,63,13_63,1244,73,0.0587
13,36,13_36,1244,72,0.0579
13,66,13_66,1244,71,0.0571
13,58,13_58,1244,71,0.0571
13,60,13_60,1244,71,0.0571
13,64,13_64,1244,71,0.0571
13,1,13_1,1244,70,0.0563
13,24,13_24,1244,70,0.0563
13,22,13_22,1244,70,0.0563
13,31,13_31,1244,69,0.0555
13,48,13_48,1244,69,0.0555
13,79,13_79,1244,69,0.0555
13,90,13_90,1244,69,0.0555
13,38,13_38,1244,69,0.0555
13,54,13_54,1244,68,0.0547
13,51,13_51,1244,68,0.0547
13,84,13_84,1244,68,0.0547
13,82,13_82,1244,68,0.0547
13,9,13_9,1244,68,0.0547
13,17,13_17,1244,67,0.0539
13,15,13_15,1244,67,0.0539
13,41,13_41,1244,67,0.0539
13,71,13_71,1244,67,0.0539
13,7,13_7,1244,66,0.0531
13,70,13_70,1244,66,0.0531
13,49,13_49,1244,66,0.0531
13,40,13_40,1244,66,0.0531
13,30,13_30,1244,66,0.0531
13,61,13_61,1244,66,0.0531
13,37,13_37,1244,65,0.0523
13,34,13_34,1244,65,0.0523
13,47,13_47,1244,65,0.0523
13,12,13_12,1244,65,0.0523
13,78,13_78,1244,64,0.0514
13,14,13_14,1244,63,0.0506
13,92,13_92,1244,63,0.0506
13,87,13_87,1244,63,0.0506
13,81,13_81,1244,62,0.0498
13,10,13_10,1244,62,0.0498
13,75,13_75,1244,62,0.0498
13,8,13_8,1244,62,0.0498
13,3,13_3,1244,62,0.0498
13,42,13_42,1244,62,0.0498
13,32,13_32,1244,62,0.0498
13,59,13_59,1244,62,0.0498
13,11,13_11,1244,62,0.0498
13,25,13_25,1244,61,0.0490
13,56,13_56,1244,61,0.0490
13,2,13_2,1244,61,0.0490
13,6,13_6,1244,60,0.0482
13,53,13_53,1244,60,0.0482
13,97,13_97,1244,60,0.0482
13,94,13_94,1244,59,0.0474
13,88,13_88,1244,59,0.0474
13,39,13_39,1244,59,0.0474
13,44,13_44,1244,59,0.0474
13,67,13_67,1244,59,0.0474
13,43,13_43,1244,58,0.0466
13,5,13_5,1244,58,0.0466
13,74,13_74,1244,58,0.0466
13,62,13_62,1244,58,0.0466
13,72,13_72,1244,58,0.0466
13,18,13_18,1244,57,0.0458
13,55,13_55,1244,57,0.0458
13,91,13_91,1244,57,0.0458
13,93,13_93,1244,57,0.0458
13,98,13_98,1244,57,0.0458
13,20,13_20,1244,56,0.0450
13,16,13_16,1244,56,0.0450
13,65,13_65,1244,55,0.0442
13,68,13_68,1244,54,0.0434
13,76,13_76,1244,54,0.0434
13,73,13_73,1244,54,0.0434
13,95,13_95,1244,54,0.0434
13,28,13_28,1244,53,0.0426
13,50,13_50,1244,53,0.0426
13,45,13_45,1244,52,0.0418
13,26,13_26,1244,50,0.0402
13,33,13_33,1244,50,0.0402
13,27,13_27,1244,45,0.0362
54,41,54_41,1297,87,0.0671
54,86,54_86,1297,84,0.0648
54,32,54_32,1297,81,0.0625
54,14,54_14,1297,80,0.0617
54,7,54_7,1297,79,0.0609
54,66,54_66,1297,77,0.0594
54,39,54_39,1297,77,0.0594
54,20,54_20,1297,77,0.0594
54,80,54_80,1297,75,0.0578
54,31,54_31,1297,75,0.0578
54,15,54_15,1297,74,0.0571
54,76,54_76,1297,73,0.0563
54,29,54_29,1297,73,0.0563
54,72,54_72,1297,73,0.0563
54,10,54_10,1297,73,0.0563
54,1,54_1,1297,73,0.0563
54,47,54_47,1297,73,0.0563
54,61,54_61,1297,73,0.0563
54,94,54_94,1297,72,0.0555
54,22,54_22,1297,72,0.0555
54,70,54_70,1297,72,0.0555
54,62,54_62,1297,72,0.0555
54,36,54_36,1297,72,0.0555
54,75,54_75,1297,72,0.0555
54,48,54_48,1297,72,0.0555
54,73,54_73,1297,72,0.0555
54,50,54_50,1297,72,0.0555
54,88,54_88,1297,71,0.0547
54,43,54_43,1297,71,0.0547
54,45,54_45,1297,71,0.0547
54,21,54_21,1297,71,0.0547
54,89,54_89,1297,71,0.0547
54,2,54_2,1297,70,0.0540
54,93,54_93,1297,70,0.0540
54,64,54_64,1297,69,0.0532
54,53,54_53,1297,69,0.0532
54,92,54_92,1297,69,0.0532
54,19,54_19,1297,68,0.0524
54,13,54_13,1297,68,0.0524
54,100,54_100,1297,68,0.0524
54,98,54_98,1297,68,0.0524
54,26,54_26,1297,68,0.0524
54,60,54_60,1297,68,0.0524
54,59,54_59,1297,68,0.0524
54,49,54_49,1297,67,0.0517
54,40,54_40,1297,67,0.0517
54,97,54_97,1297,67,0.0517
54,91,54_91,1297,67,0.0517
54,12,54_12,1297,67,0.0517
54,11,54_11,1297,66,0.0509
54,18,54_18,1297,66,0.0509
54,27,54_27,1297,66,0.0509
54,68,54_68,1297,66,0.0509
54,4,54_4,1297,66,0.0509
54,44,54_44,1297,66,0.0509
54,25,54_25,1297,66,0.0509
54,23,54_23,1297,65,0.0501
54,87,54_87,1297,65,0.0501
54,58,54_58,1297,65,0.0501
54,78,54_78,1297,65,0.0501
54,79,54_79,1297,64,0.0493
54,71,54_71,1297,64,0.0493
54,35,54_35,1297,64,0.0493
54,34,54_34,1297,64,0.0493
54,55,54_55,1297,64,0.0493
54,99,54_99,1297,64,0.0493
54,85,54_85,1297,63,0.0486
54,46,54_46,1297,63,0.0486
54,67,54_67,1297,62,0.0478
54,96,54_96,1297,61,0.0470
54,74,54_74,1297,61,0.0470
54,56,54_56,1297,60,0.0463
54,83,54_83,1297,60,0.0463
54,90,54_90,1297,60,0.0463
54,9,54_9,1297,60,0.0463
54,5,54_5,1297,59,0.0455
54,38,54_38,1297,59,0.0455
54,42,54_42,1297,59,0.0455
54,81,54_81,1297,59,0.0455
54,84,54_84,1297,59,0.0455
54,8,54_8,1297,58,0.0447
54,33,54_33,1297,58,0.0447
54,52,54_52,1297,58,0.0447
54,95,54_95,1297,58,0.0447
54,3,54_3,1297,57,0.0439
54,16,54_16,1297,57,0.0439
54,17,54_17,1297,57,0.0439
54,37,54_37,1297,57,0.0439
54,6,54_6,1297,56,0.0432
54,82,54_82,1297,56,0.0432
54,51,54_51,1297,55,0.0424
54,57,54_57,1297,54,0.0416
54,24,54_24,1297,54,0.0416
54,28,54_28,1297,53,0.0409
54,65,54_65,1297,52,0.0401
54,69,54_69,1297,51,0.0393
54,63,54_63,1297,51,0.0393
54,77,54_77,1297,51,0.0393
54,30,54_30,1297,49,0.0378
66,53,66_53,1329,91,0.0685
66,50,66_50,1329,86,0.0647
66,96,66_96,1329,85,0.0640
66,4,66_4,1329,85,0.0640
66,35,66_35,1329,84,0.0632
66,80,66_80,1329,83,0.0625
66,97,66_97,1329,83,0.0625
66,72,66_72,1329,82,0.0617
66,86,66_86,1329,82,0.0617
66,79,66_79,1329,81,0.0609
66,56,66_56,1329,81,0.0609
66,49,66_49,1329,78,0.0587
66,9,66_9,1329,78,0.0587
66,54,66_54,1329,77,0.0579
66,98,66_98,1329,77,0.0579
66,87,66_87,1329,77,0.0579
66,76,66_76,1329,76,0.0572
66,95,66_95,1329,76,0.0572
66,67,66_67,1329,76,0.0572
66,84,66_84,1329,75,0.0564
66,20,66_20,1329,75,0.0564
66,82,66_82,1329,75,0.0564
66,52,66_52,1329,74,0.0557
66,73,66_73,1329,74,0.0557
66,59,66_59,1329,74,0.0557
66,21,66_21,1329,74,0.0557
66,100,66_100,1329,73,0.0549
66,6,66_6,1329,73,0.0549
66,8,66_8,1329,73,0.0549
66,47,66_47,1329,73,0.0549
66,32,66_32,1329,73,0.0549
66,64,66_64,1329,73,0.0549
66,34,66_34,1329,73,0.0549
66,31,66_31,1329,73,0.0549
66,16,66_16,1329,73,0.0549
66,18,66_18,1329,72,0.0542
66,13,66_13,1329,71,0.0534
66,42,66_42,1329,71,0.0534
66,44,66_44,1329,71,0.0534
66,7,66_7,1329,71,0.0534
66,89,66_89,1329,70,0.0527
66,40,66_40,1329,70,0.0527
66,25,66_25,1329,70,0.0527
66,23,66_23,1329,69,0.0519
66,85,66_85,1329,69,0.0519
66,10,66_10,1329,69,0.0519
66,11,66_11,1329,68,0.0512
66,17,66_17,1329,68,0.0512
66,33,66_33,1329,67,0.0504
66,29,66_29,1329,67,0.0504
66,2,66_2,1329,67,0.0504
66,78,66_78,1329,67,0.0504
66,24,66_24,1329,67,0.0504
66,94,66_94,1329,67,0.0504
66,37,66_37,1329,66,0.0497
66,45,66_45,1329,66,0.0497
66,48,66_48,1329,66,0.0497
66,91,66_91,1329,66,0.0497
66,55,66_55,1329,66,0.0497
66,81,66_81,1329,66,0.0497
66,14,66_14,1329,65,0.0489
66,74,66_74,1329,65,0.0489
66,62,66_62,1329,65,0.0489
66,63,66_63,1329,65,0.0489
66,71,66_71,1329,64,0.0482
66,99,66_99,1329,64,0.0482
66,83,66_83,1329,64,0.0482
66,15,66_15,1329,64,0.0482
66,38,66_38,1329,64,0.0482
66,61,66_61,1329,64,0.0482
66,58,66_58,1329,64,0.0482
66,93,66_93,1329,64,0.0482
66,3,66_3,1329,64,0.0482
66,19,66_19,1329,63,0.0474
66,26,66_26,1329,63,0.0474
66,88,66_88,1329,63,0.0474
66,1,66_1,1329,63,0.0474
66,27,66_27,1329,63,0.0474
66,90,66_90,1329,62,0.0467
66,22,66_22,1329,62,0.0467
66,92,66_92,1329,62,0.0467
66,69,66_69,1329,62,0.0467
66,70,66_70,1329,61,0.0459
66,30,66_30,1329,61,0.0459
66,12,66_12,1329,61,0.0459
66,39,66_39,1329,61,0.0459
66,75,66_75,1329,61,0.0459
66,5,66_5,1329,60,0.0451
66,36,66_36,1329,60,0.0451
66,28,66_28,1329,60,0.0451
66,60,66_60,1329,60,0.0451
66,46,66_46,1329,60,0.0451
66,51,66_51,1329,60,0.0451
66,43,66_43,1329,59,0.0444
66,65,66_65,1329,59,0.0444
66,57,66_57,1329,58,0.0436
66,77,66_77,1329,57,0.0429
66,68,66_68,1329,57,0.0429
66,41,66_41,1329,56,0.0421
70,89,70_89,1282,87,0.0679
70,52,70_52,1282,86,0.0671
70,31,70_31,1282,86,0.0671
70,80,70_80,1282,80,0.0624
70,53,70_53,1282,79,0.0616
70,48,70_48,1282,78,0.0608
70,12,70_12,1282,78,0.0608
70,19,70_19,1282,78,0.0608
70,37,70_37,1282,78,0.0608
70,21,70_21,1282,78,0.0608
70,88,70_88,1282,78,0.0608
70,26,70_26,1282,78,0.0608
70,3,70_3,1282,78,0.0608
70,77,70_77,1282,76,0.0593
70,71,70_71,1282,75,0.0585
70,30,70_30,1282,75,0.0585
70,57,70_57,1282,75,0.0585
70,2,70_2,1282,75,0.0585
70,83,70_83,1282,75,0.0585
70,75,70_75,1282,74,0.0577
70,74,70_74,1282,73,0.0569
70,27,70_27,1282,73,0.0569
70,1,70_1,1282,73,0.0569
70,72,70_72,1282,73,0.0569
70,54,70_54,1282,72,0.0562
70,95,70_95,1282,72,0.0562
70,60,70_60,1282,72,0.0562
70,67,70_67,1282,72,0.0562
70,79,70_79,1282,71,0.0554
70,64,70_64,1282,71,0.0554
70,84,70_84,1282,70,0.0546
70,35,70_35,1282,70,0.0546
70,46,70_46,1282,70,0.0546
70,100,70_100,1282,69,0.0538
70,9,70_9,1282,69,0.0538
70,93,70_93,1282,69,0.0538
70,86,70_86,1282,68,0.0530
70,76,70_76,1282,68,0.0530
70,99,70_99,1282,68,0.0530
70,45,70_45,1282,68,0.0530
70,44,70_44,1282,68,0.0530
70,39,70_39,1282,68,0.0530
70,14,70_14,1282,67,0.0523
70,6,70_6,1282,67,0.0523
70,25,70_25,1282,67,0.0523
70,24,70_24,1282,67,0.0523
70,23,70_23,1282,66,0.0515
70,36,70_36,1282,66,0.0515
70,13,70_13,1282,66,0.0515
70,49,70_49,1282,66,0.0515
70,17,70_17,1282,66,0.0515
70,62,70_62,1282,66,0.0515
70,63,70_63,1282,66,0.0515
70,22,70_22,1282,65,0.0507
70,20,70_20,1282,65,0.0507
70,51,70_51,1282,65,0.0507
70,91,70_91,1282,65,0.0507
70,38,70_38,1282,65,0.0507
70,56,70_56,1282,65,0.0507
70,78,70_78,1282,65,0.0507
70,10,70_10,1282,64,0.0499
70,61,70_61,1282,64,0.0499
70,16,70_16,1282,64,0.0499
70,68,70_68,1282,64,0.0499
70,98,70_98,1282,64,0.0499
70,94,70_94,1282,63,0.0491
70,96,70_96,1282,63,0.0491
70,87,70_87,1282,63,0.0491
70,81,70_81,1282,62,0.0484
70,8,70_8,1282,62,0.0484
70,43,70_43,1282,62,0.0484
70,66,70_66,1282,61,0.0476
70,85,70_85,1282,61,0.0476
70,34,70_34,1282,61,0.0476
70,28,70_28,1282,61,0.0476
70,15,70_15,1282,61,0.0476
70,97,70_97,1282,60,0.0468
70,11,70_11,1282,60,0.0468
70,41,70_41,1282,60,0.0468
70,73,70_73,1282,59,0.0460
70,82,70_82,1282,59,0.0460
70,4,70_4,1282,59,0.0460
70,55,70_55,1282,59,0.0460
70,7,70_7,1282,59,0.0460
70,47,70_47,1282,59,0.0460
70,29,70_29,1282,59,0.0460
70,50,70_50,1282,58,0.0452
70,69,70_69,1282,58,0.0452
70,59,70_59,1282,58,0.0452
70,32,70_32,1282,58,0.0452
70,33,70_33,1282,57,0.0445
70,58,70_58,1282,57,0.0445
70,18,70_18,1282,57,0.0445
70,40,70_40,1282,56,0.0437
70,65,70_65,1282,54,0.0421
70,42,70_42,1282,54,0.0421
70,5,70_5,1282,54,0.0421
70,90,70_90,1282,53,0.0413
70,92,70_92,1282,52,0.0406
80,47,80_47,1370,86,0.0628
80,66,80_66,1370,83,0.0606
80,76,80_76,1370,83,0.0606
80,44,80_44,1370,82,0.0599
80,38,80_38,1370,81,0.0591
80,7,80_7,1370,80,0.0584
80,70,80_70,1370,80,0.0584
80,81,80_81,1370,79,0.0577
80,12,80_12,1370,79,0.0577
80,64,80_64,1370,78,0.0569
80,60,80_60,1370,78,0.0569
80,69,80_69,1370,78,0.0569
80,39,80_39,1370,78,0.0569
80,23,80_23,1370,77,0.0562
80,1,80_1,1370,77,0.0562
80,21,80_21,1370,76,0.0555
80,33,80_33,1370,76,0.0555
80,82,80_82,1370,76,0.0555
80,48,80_48,1370,76,0.0555
80,54,80_54,1370,75,0.0547
80,18,80_18,1370,75,0.0547
80,98,80_98,1370,75,0.0547
80,26,80_26,1370,75,0.0547
80,89,80_89,1370,75,0.0547
80,45,80_45,1370,74,0.0540
80,95,80_95,1370,74,0.0540
80,13,80_13,1370,74,0.0540
80,56,80_56,1370,74,0.0540
80,32,80_32,1370,74,0.0540
80,93,80_93,1370,74,0.0540
80,3,80_3,1370,74,0.0540
80,77,80_77,1370,74,0.0540
80,31,80_31,1370,73,0.0533
80,22,80_22,1370,73,0.0533
80,52,80_52,1370,73,0.0533
80,58,80_58,1370,73,0.0533
80,28,80_28,1370,73,0.0533
80,97,80_97,1370,73,0.0533
80,86,80_86,1370,72,0.0526
80,15,80_15,1370,72,0.0526
80,9,80_9,1370,72,0.0526
80,11,80_11,1370,72,0.0526
80,19,80_19,1370,71,0.0518
80,42,80_42,1370,71,0.0518
80,24,80_24,1370,71,0.0518
80,4,80_4,1370,71,0.0518
80,35,80_35,1370,71,0.0518
80,67,80_67,1370,71,0.0518
80,30,80_30,1370,71,0.0518
80,88,80_88,1370,70,0.0511
80,85,80_85,1370,70,0.0511
80,61,80_61,1370,70,0.0511
80,87,80_87,1370,70,0.0511
80,100,80_100,1370,69,0.0504
80,55,80_55,1370,69,0.0504
80,51,80_51,1370,69,0.0504
80,78,80_78,1370,69,0.0504
80,68,80_68,1370,69,0.0504
80,90,80_90,1370,69,0.0504
80,59,80_59,1370,69,0.0504
80,73,80_73,1370,69,0.0504
80,91,80_91,1370,68,0.0496
80,74,80_74,1370,68,0.0496
80,10,80_10,1370,68,0.0496
80,25,80_25,1370,68,0.0496
80,53,80_53,1370,67,0.0489
80,41,80_41,1370,67,0.0489
80,49,80_49,1370,67,0.0489
80,94,80_94,1370,67,0.0489
80,75,80_75,1370,67,0.0489
80,50,80_50,1370,66,0.0482
80,36,80_36,1370,66,0.0482
80,84,80_84,1370,66,0.0482
80,62,80_62,1370,66,0.0482
80,20,80_20,1370,66,0.0482
80,43,80_43,1370,66,0.0482
80,40,80_40,1370,66,0.0482
80,57,80_57,1370,66,0.0482
80,34,80_34,1370,65,0.0474
80,46,80_46,1370,65,0.0474
80,29,80_29,1370,65,0.0474
80,63,80_63,1370,64,0.0467
80,27,80_27,1370,64,0.0467
80,96,80_96,1370,64,0.0467
80,17,80_17,1370,64,0.0467
80,79,80_79,1370,63,0.0460
80,5,80_5,1370,63,0.0460
80,99,80_99,1370,62,0.0453
80,37,80_37,1370,61,0.0445
80,92,80_92,1370,60,0.0438
80,6,80_6,1370,60,0.0438
80,8,80_8,1370,59,0.0431
80,71,80_71,1370,59,0.0431
80,65,80_65,1370,57,0.0416
80,2,80_2,1370,57,0.0416
80,83,80_83,1370,56,0.0409
80,14,80_14,1370,54,0.0394
80,16,80_16,1370,52,0.0380
80,72,80_72,1370,51,0.0372
100,75,100_75,1308,86,0.0657
100,68,100_68,1308,83,0.0635
100,69,100_69,1308,83,0.0635
100,97,100_97,1308,83,0.0635
100,73,100_73,1308,81,0.0619
100,22,100_22,1308,80,0.0612
100,10,100_10,1308,80,0.0612
100,56,100_56,1308,79,0.0604
100,21,100_21,1308,79,0.0604
100,52,100_52,1308,79,0.0604
100,40,100_40,1308,78,0.0596
100,83,100_83,1308,78,0.0596
100,49,100_49,1308,78,0.0596
100,31,100_31,1308,78,0.0596
100,91,100_91,1308,77,0.0589
100,11,100_11,1308,77,0.0589
100,44,100_44,1308,77,0.0589
100,13,100_13,1308,75,0.0573
100,89,100_89,1308,75,0.0573
100,78,100_78,1308,75,0.0573
100,47,100_47,1308,75,0.0573
100,63,100_63,1308,75,0.0573
100,96,100_96,1308,75,0.0573
100,30,100_30,1308,75,0.0573
100,48,100_48,1308,74,0.0566
100,57,100_57,1308,74,0.0566
100,26,100_26,1308,74,0.0566
100,66,100_66,1308,73,0.0558
100,38,100_38,1308,73,0.0558
100,17,100_17,1308,73,0.0558
100,51,100_51,1308,72,0.0550
100,19,100_19,1308,72,0.0550
100,6,100_6,1308,72,0.0550
100,74,100_74,1308,72,0.0550
100,92,100_92,1308,72,0.0550
100,95,100_95,1308,72,0.0550
100,82,100_82,1308,72,0.0550
100,53,100_53,1308,72,0.0550
100,94,100_94,1308,72,0.0550
100,15,100_15,1308,72,0.0550
100,76,100_76,1308,71,0.0543
100,1,100_1,1308,71,0.0543
100,85,100_85,1308,71,0.0543
100,20,100_20,1308,70,0.0535
100,70,100_70,1308,69,0.0528
100,80,100_80,1308,69,0.0528
100,50,100_50,1308,69,0.0528
100,64,100_64,1308,69,0.0528
100,87,100_87,1308,69,0.0528
100,18,100_18,1308,69,0.0528
100,99,100_99,1308,69,0.0528
100,60,100_60,1308,69,0.0528
100,72,100_72,1308,69,0.0528
100,42,100_42,1308,69,0.0528
100,54,100_54,1308,68,0.0520
100,4,100_4,1308,68,0.0520
100,33,100_33,1308,68,0.0520
100,98,100_98,1308,68,0.0520
100,27,100_27,1308,68,0.0520
100,41,100_41,1308,68,0.0520
100,28,100_28,1308,68,0.0520
100,71,100_71,1308,68,0.0520
100,35,100_35,1308,68,0.0520
100,36,100_36,1308,67,0.0512
100,45,100_45,1308,67,0.0512
100,65,100_65,1308,67,0.0512
100,79,100_79,1308,66,0.0505
100,9,100_9,1308,66,0.0505
100,23,100_23,1308,66,0.0505
100,2,100_2,1308,66,0.0505
100,84,100_84,1308,66,0.0505
100,58,100_58,1308,65,0.0497
100,25,100_25,1308,65,0.0497
100,7,100_7,1308,64,0.0489
100,37,100_37,1308,63,0.0482
100,77,100_77,1308,63,0.0482
100,81,100_81,1308,63,0.0482
100,90,100_90,1308,63,0.0482
100,93,100_93,1308,62,0.0474
100,67,100_67,1308,62,0.0474
100,46,100_46,1308,62,0.0474
100,34,100_34,1308,60,0.0459
100,61,100_61,1308,60,0.0459
100,55,100_55,1308,59,0.0451
100,3,100_3,1308,59,0.0451
100,8,100_8,1308,59,0.0451
100,88,100_88,1308,59,0.0451
100,16,100_16,1308,58,0.0443
100,86,100_86,1308,58,0.0443
100,39,100_39,1308,57,0.0436
100,12,100_12,1308,57,0.0436
100,59,100_59,1308,56,0.0428
100,43,100_43,1308,56,0.0428
100,5,100_5,1308,56,0.0428
100,29,100_29,1308,56,0.0428
100,14,100_14,1308,55,0.0420
100,62,100_62,1308,54,0.0413
100,24,100_24,1308,47,0.0359
100,32,100_32,1308,46,0.0352
9,99,9_99,1318,83,0.0630
9,3,9_3,1318,81,0.0615
9,29,9_29,1318,81,0.0615
